Time(s)	RED_denoised_wiener
6.150000	-4513.911940
6.160000	-4338.874888
6.170000	-4226.607997
6.180000	-4174.033585
6.190000	-4142.226912
6.200000	-4100.559575
6.210000	-4055.281453
6.220000	-4038.814926
6.230000	-4045.545447
6.240000	-4088.759201
6.250000	-4126.952363
6.260000	-4180.489848
6.270000	-4210.469287
6.280000	-4243.663320
6.290000	-4280.833507
6.300000	-4296.005028
6.310000	-4315.238557
6.320000	-4286.352631
6.330000	-4254.120213
6.340000	-4226.799751
6.350000	-4227.899695
6.360000	-4280.758452
6.370000	-4327.958839
6.380000	-4386.077902
6.390000	-4427.042225
6.400000	-4444.259229
6.410000	-4417.881391
6.420000	-4372.343647
6.430000	-4316.114087
6.440000	-4251.838682
6.450000	-4216.523628
6.460000	-4189.246252
6.470000	-4178.073576
6.480000	-4145.913025
6.490000	-4122.512768
6.500000	-4133.262552
6.510000	-4156.172260
6.520000	-4188.337278
6.530000	-4229.166538
6.540000	-4276.391457
6.550000	-4318.775850
6.560000	-4363.123758
6.570000	-4387.590597
6.580000	-4424.945702
6.590000	-4434.799546
6.600000	-4446.208993
6.610000	-4485.908162
6.620000	-4497.472006
6.630000	-4504.453286
6.640000	-4469.774026
6.650000	-4432.401470
6.660000	-4458.333117
6.670000	-4479.486163
6.680000	-4556.405509
6.690000	-4569.223905
6.700000	-4573.764202
6.710000	-4518.458941
6.720000	-4449.171210
6.730000	-4269.739717
6.740000	-3975.587324
6.750000	-3374.584644
6.760000	-1880.655736
6.770000	560.052669
6.780000	3952.764670
6.790000	7280.182289
6.800000	10067.654587
6.810000	12129.095223
6.820000	13733.463354
6.830000	15223.223968
6.840000	16610.724166
6.850000	17969.891988
6.860000	19229.969026
6.870000	20324.297243
6.880000	21219.041099
6.890000	21992.424979
6.900000	22601.205093
6.910000	23074.521109
6.920000	23451.175792
6.930000	23830.240037
6.940000	24191.954338
6.950000	24568.913798
6.960000	24910.659138
6.970000	25263.016227
6.980000	25610.703342
6.990000	25915.906884
7.000000	26206.788245
7.010000	26458.520720
7.020000	26696.889934
7.030000	26900.558467
7.040000	27026.828356
7.050000	27163.859593
7.060000	27206.147229
7.070000	27241.946825
7.080000	27190.931734
7.090000	27121.378755
7.100000	26897.767430
7.110000	26610.048446
7.120000	26248.287989
7.130000	25939.393736
7.140000	25608.227085
7.150000	25293.365046
7.160000	24944.241760
7.170000	24644.364915
7.180000	24282.387977
7.190000	23365.991390
7.200000	22490.868245
7.210000	21772.985286
7.220000	21683.013565
7.230000	21617.726132
7.240000	21522.367321
7.250000	21480.220187
7.260000	21404.967920
7.270000	21339.119185
7.280000	21236.714971
7.290000	21170.404907
7.300000	21076.152279
7.310000	20997.723649
7.320000	20903.791388
7.330000	20851.029806
7.340000	20781.532362
7.350000	20728.339722
7.360000	20643.809635
7.370000	20563.640243
7.380000	20443.967094
7.390000	20305.553860
7.400000	20169.898912
7.410000	20063.590421
7.420000	19943.417817
7.430000	19763.735461
7.440000	19551.253533
7.450000	19337.681767
7.460000	19113.098438
7.470000	18898.505751
7.480000	18707.384519
7.490000	18545.104931
7.500000	18356.971951
7.510000	18143.657908
7.520000	17921.405830
7.530000	17732.086795
7.540000	17538.095334
7.550000	17318.704234
7.560000	17084.347457
7.570000	16876.886419
7.580000	16692.286570
7.590000	16505.491760
7.600000	16316.777228
7.610000	16137.945035
7.620000	15952.674453
7.630000	15757.250842
7.640000	15550.396947
7.650000	15350.763857
7.660000	15133.486194
7.670000	14882.119982
7.680000	14582.401686
7.690000	14291.826969
7.700000	14028.362467
7.710000	13715.762384
7.720000	13339.981184
7.730000	12957.712343
7.740000	12689.261273
7.750000	12467.634180
7.760000	12171.544791
7.770000	11819.759388
7.780000	11503.512136
7.790000	11297.322818
7.800000	11109.840632
7.810000	10858.058417
7.820000	10598.032786
7.830000	10340.817843
7.840000	10116.089169
7.850000	9890.215396
7.860000	9703.158541
7.870000	9581.719785
7.880000	9461.786592
7.890000	9342.204144
7.900000	9225.563929
7.910000	9133.879393
7.920000	9051.373509
7.930000	8964.027279
7.940000	8911.129021
