Time(s)	RED_denoised_wiener
0.000000	1237.235105
0.010000	1626.352979
0.020000	1335.215846
0.030000	1561.262154
0.040000	1941.116637
0.050000	2583.827077
0.060000	3161.508792
0.070000	3873.197206
0.080000	4212.989295
0.090000	4167.945660
0.100000	3814.740115
0.110000	3380.130318
0.120000	2937.760828
0.130000	2353.100053
0.140000	1703.052178
0.150000	1051.724266
0.160000	516.846802
0.170000	122.112546
0.180000	-171.174567
0.190000	-417.855143
0.200000	-766.431803
0.210000	-1173.608315
0.220000	-1517.452318
0.230000	-1773.609065
0.240000	-2010.708103
0.250000	-2278.538247
0.260000	-2537.030888
0.270000	-2694.640118
0.280000	-2842.837347
0.290000	-2765.210948
0.300000	-2578.540418
0.310000	-2329.905364
0.320000	-1905.450019
0.330000	-1434.583323
0.340000	-832.085690
0.350000	-445.432093
0.360000	-42.445165
0.370000	396.151719
0.380000	695.679842
0.390000	739.913134
0.400000	503.070180
0.410000	194.670932
0.420000	-80.142865
0.430000	-411.758487
0.440000	-608.899297
0.450000	-754.926033
0.460000	-759.830185
0.470000	-799.808835
0.480000	-891.306542
0.490000	-931.013766
0.500000	-926.405014
0.510000	-900.579574
0.520000	-1005.508856
0.530000	-1138.764845
0.540000	-1254.085259
0.550000	-1319.307239
0.560000	-1407.937046
0.570000	-1482.195888
0.580000	-1512.797476
0.590000	-1490.792446
0.600000	-1399.288201
0.610000	-1179.593028
0.620000	-931.198925
0.630000	-668.144473
0.640000	-419.135526
0.650000	-180.592857
0.660000	257.509265
0.670000	940.186572
0.680000	1545.159599
0.690000	2153.421283
0.700000	2567.726709
0.710000	2768.157315
0.720000	2628.014778
0.730000	2301.011028
0.740000	2253.174753
0.750000	2182.435782
0.760000	2006.285015
0.770000	1698.361879
0.780000	1267.839868
0.790000	843.296110
0.800000	346.841008
0.810000	-273.685789
0.820000	-821.126713
0.830000	-1344.664748
0.840000	-1660.107418
0.850000	-1811.925878
0.860000	-1821.679477
0.870000	-1623.935839
0.880000	-1345.099659
0.890000	-936.787083
