Time(s)	RED_denoised_wiener
0.000000	55.171557
0.010000	85.722302
0.020000	87.296589
0.030000	100.288885
0.040000	108.649789
0.050000	123.916511
0.060000	147.293161
0.070000	172.174517
0.080000	189.916036
0.090000	186.402545
0.100000	154.208940
0.110000	106.338273
0.120000	51.474848
0.130000	16.308257
0.140000	-6.033352
0.150000	-23.072204
0.160000	-34.201279
0.170000	-46.154947
0.180000	-57.027658
0.190000	-69.933724
0.200000	-74.833550
0.210000	-71.421607
0.220000	-76.368503
0.230000	-91.885606
0.240000	-108.888322
0.250000	-116.025999
0.260000	-114.124261
0.270000	-111.536472
0.280000	-110.024895
0.290000	-106.382820
0.300000	-100.617269
0.310000	-89.570111
0.320000	-79.251183
0.330000	-67.752069
0.340000	-58.248865
0.350000	-51.610883
0.360000	-40.239870
0.370000	-26.513731
0.380000	-8.234995
0.390000	0.856242
0.400000	7.141687
0.410000	12.530417
0.420000	17.831782
0.430000	24.857059
0.440000	34.836610
0.450000	50.838355
0.460000	73.818526
0.470000	95.443639
0.480000	118.814628
0.490000	146.697394
0.500000	168.423169
0.510000	183.628736
0.520000	180.984146
0.530000	159.905426
0.540000	126.211819
0.550000	84.494459
0.560000	55.800343
0.570000	29.980067
0.580000	18.095991
0.590000	12.396136
0.600000	6.042889
0.610000	-2.524627
0.620000	-21.045235
0.630000	-32.395220
0.640000	-39.540048
0.650000	-41.606846
0.660000	-45.073356
0.670000	-50.487219
0.680000	-54.948958
0.690000	-51.708842
0.700000	-50.220953
0.710000	-44.907795
0.720000	-42.879804
0.730000	-44.105868
0.740000	-48.557459
0.750000	-59.331382
0.760000	-74.908018
0.770000	-95.246600
0.780000	-114.261006
0.790000	-132.866808
0.800000	-147.286924
0.810000	-168.546881
0.820000	-187.276088
0.830000	-207.282470
0.840000	-225.265101
0.850000	-242.717321
0.860000	-262.610988
0.870000	-277.476358
0.880000	-293.346875
0.890000	-304.890472
0.900000	-310.780103
0.910000	-314.002819
0.920000	-316.229473
0.930000	-332.505031
0.940000	-369.341913
0.950000	-424.335959
0.960000	-488.790309
0.970000	-541.820017
0.980000	-581.644478
0.990000	-604.318123
1.000000	-617.884926
1.010000	-628.831987
1.020000	-640.470034
1.030000	-654.026858
1.040000	-666.062390
1.050000	-676.918858
1.060000	-682.663076
1.070000	-690.194010
1.080000	-693.916170
1.090000	-696.177691
1.100000	-697.183405
1.110000	-693.504733
1.120000	-685.480969
