2025-10-08 21:06:47    绿光---红外光---红光
-1.442787E+09 -2.685662E+08 4.687196E+08
-3.671107E+08 9.866447E+08 3.259981E+07
-9.030246E+08 -7.346508E+08 2.080358E+07
8.401414E+07 1.019884E+09 1.387549E+07
-1.173595E+08 -2.694835E+08 5.055309E+08
-7.716985E+08 -2.882925E+08 8.042586E+08
3.553889E+07 9.641658E+08 3.259725E+07
-9.037455E+08 -8.174228E+08 2.04288E+07
2.014537E+08 1.137321E+09 1.327414E+07
4.530622E+08 -2.678452E+08 5.090044E+08
-1.291793E+09 -3.425564E+08 8.713705E+08
-7.865373E+08 7.966558E+08 3.192422E+07
-9.028936E+08 -9.275888E+08 1.942042E+07
4.363298E+08 6.172265E+08 1.196265E+07
1.761674E+09 -2.689593E+08 5.031061E+08
1.543534E+09 4.128114E+08 2.841641E+08
-8.033483E+08 -1.50333E+09 1.905997E+07
-9.064325E+08 2.00187E+09 1.078886E+07
7.382721E+08 -4.397496E+08 7915549
-1.207917E+09 -2.64503E+08 4.992394E+08
-2.097122E+09 5.914626E+08 -1.225699E+09
3.877931E+08 -1.575879E+09 1.901568E+07
-9.229475E+08 1.991319E+09 1.073766E+07
1.073817E+09 -9.766177E+08 7839260
-1.761565E+09 -3.013342E+08 4.735493E+08
-2.030013E+09 6.578506E+08 6.028577E+08
1.914437E+09 -1.494024E+09 1.945754E+07
-9.254382E+08 2.028281E+09 1.098138E+07
-1.241438E+09 9.694848E+08 7882012
-8.22041E+08 -2.87244E+08 4.709276E+08
1.006664E+09 6.646663E+08 7.874122E+08
1.998353E+09 -1.516372E+09 1.929958E+07
-9.203264E+08 2.013601E+09 1.089434E+07
5.872783E+08 -2.067194E+09 8290844
-4.361625E+08 -2.864575E+08 4.758429E+08
2.181455E+08 -2.01628E+09 2.16992E+08
-1.424177E+09 -3.989175E+08 2.568218E+07
-9.194745E+08 -1.557063E+09 1.531546E+07
-1.14075E+09 4.674994E+07 1.069289E+07
8.892522E+08 -2.985816E+08 4.729594E+08
1.241555E+09 -2.04256E+09 -5.548099E+08
2.082227E+09 -4.440718E+08 2.544768E+07
-9.194744E+08 -1.601889E+09 1.48777E+07
-2.113831E+09 1.809723E+08 1.051958E+07
9.731366E+08 -2.739401E+08 4.911784E+08
-6.710462E+08 -1.91234E+09 -2.047886E+09
-2.028125E+09 -3.474062E+08 2.587622E+07
-9.142969E+08 -1.576854E+09 1.510067E+07
-5.535485E+08 1.120502E+09 1.043792E+07
-1.929322E+09 -2.700735E+08 4.899332E+08
1.090559E+09 2.08896E+09 2.028983E+09
1.276982E+09 -5.774376E+08 2.47639E+07
-9.102337E+08 -1.645143E+09 1.489459E+07
-1.677623E+09 -2.067152E+09 1.050704E+07
-1.526667E+09 -2.721051E+08 4.939964E+08
1.644208E+09 2.147222E+09 1.257234E+09
-1.575159E+09 -5.275646E+08 2.504986E+07
-9.167873E+08 -1.63505E+09 1.471078E+07
-7.380996E+08 1.741256E+09 1.045277E+07
-1.811881E+09 -2.726949E+08 4.96749E+08
-1.711235E+09 -2.078408E+09 -1.192253E+09
1.880982E+09 -4.298505E+08 2.54743E+07
-9.120032E+08 -1.600447E+09 1.499571E+07
-1.157529E+09 2.313106E+08 1.052317E+07
-1.795104E+09 -2.703356E+08 4.879015E+08
1.761649E+09 2.146435E+09 -2.098213E+09
9.582315E+08 -4.356176E+08 2.545254E+07
-9.133139E+08 -1.58E+09 1.515597E+07
-6.877661E+08 1.556713E+09 1.05736E+07
1.426122E+09 -2.705978E+08 4.941275E+08
-9.227062E+08 2.121794E+09 -1.745894E+09
2.115852E+09 -5.811076E+08 2.471501E+07
-9.133794E+08 -1.691346E+09 1.436314E+07
-9.897599E+08 1.489601E+09 1.013225E+07
5.369268E+08 -2.723017E+08 4.945863E+08
6.711272E+08 1.813775E+09 -1.930441E+09
1.998418E+09 -6.170213E+08 2.450867E+07
-9.148212E+08 -1.652745E+09 1.469056E+07
-7.21323E+08 8.688371E+08 1.038979E+07
1.661002E+09 -2.712531E+08 4.90654E+08
7.046838E+08 2.142503E+09 1.357899E+09
-8.704907E+08 -4.659608E+08 2.524826E+07
-9.143625E+08 -1.596318E+09 1.507789E+07
1.510049E+09 -8.759839E+08 1.056848E+07
2.113988E+09 -2.757096E+08 4.894089E+08
1.69454E+09 -2.057437E+09 -1.477463E+09
-1.322845E+08 -3.989175E+08 2.558285E+07
-9.11741E+08 -1.57633E+09 1.522253E+07
-1.140751E+09 -1.530287E+09 1.061763E+07
1.661004E+09 -2.726294E+08 4.974699E+08
-6.039383E+08 -2.045706E+09 -1.175472E+09
1.662886E+09 -4.229036E+08 2.548019E+07
-9.101681E+08 -1.593894E+09 1.50807E+07
-1.912503E+09 1.942607E+09 1.056029E+07
1.023469E+09 -2.751197E+08 4.955038E+08
1.241555E+09 -2.078081E+09 -1.225795E+09
-8.201409E+08 -4.415814E+08 2.539085E+07
-9.110856E+08 -1.590027E+09 1.510298E+07
-8.723158E+08 -1.781942E+09 1.056413E+07
1.493231E+09 -2.707944E+08 4.963558E+08
9.395653E+08 -2.080112E+09 -1.225794E+09
-8.194719E+07 -4.358798E+08 2.541722E+07
-9.118721E+08 -1.596974E+09 1.505715E+07
-1.744731E+09 1.992936E+09 1.052982E+07
6.040385E+08 -2.739401E+08 4.938654E+08
2.013307E+09 -2.138439E+09 -1.511011E+09
7.06582E+08 -4.884396E+08 2.515354E+07
-9.118721E+08 -1.628824E+09 1.483776E+07
-8.219855E+08 -1.32896E+09 1.038646E+07
7.885869E+08 -2.712531E+08 4.979941E+08
2.080415E+09 2.094465E+09 -1.628448E+09
-1.440898E+09 -5.368052E+08 2.49239E+07
-9.110201E+08 -1.645339E+09 1.470925E+07
-9.226493E+08 1.758046E+09 1.037417E+07
-1.224679E+09 -2.710565E+08 4.95045E+08
1.593876E+09 2.092172E+09 1.743767E+09
1.411217E+09 -5.482085E+08 2.486374E+07
-9.15411E+08 -1.664738E+09 1.457075E+07
-9.058728E+08 1.992916E+09 1.024694E+07
1.174462E+09 -2.721051E+08 4.943241E+08
-1.375692E+09 2.035155E+09 -1.074819E+09
2.115846E+09 -5.697699E+08 2.475085E+07
-9.10758E+08 -1.668539E+09 1.456077E+07
-9.89759E+08 1.070175E+09 1.024182E+07
6.040365E+08 -2.716463E+08 4.911784E+08
-1.673761E+07 1.966605E+09 1.643104E+09
-6.520351E+07 -6.158417E+08 2.450739E+07
-9.151489E+08 -1.695737E+09 1.436979E+07
-1.308527E+09 6.339628E+08 1.014633E+07
-1.778329E+09 -2.74661E+08 4.909162E+08
1.996528E+09 1.958609E+09 2.079301E+09
1.125986E+09 -6.018825E+08 2.458086E+07
-9.163285E+08 -1.635575E+09 1.483469E+07
-1.140753E+09 1.036607E+09 1.046531E+07
1.241573E+09 -2.727604E+08 4.903919E+08
3.859164E+08 2.1079E+09 1.995424E+09
-2.161675E+08 -3.414424E+08 2.579686E+07
-9.112168E+08 -1.595073E+09 1.506355E+07
1.728152E+09 1.422508E+09 1.054083E+07
1.678308E+08 -2.768237E+08 4.839039E+08
1.007038E+08 2.093482E+09 -1.292933E+09
1.696488E+08 -4.989909E+08 2.545741E+07
-9.095129E+08 -1.426449E+09 1.579443E+07
1.442945E+09 -1.849049E+09 1.126505E+07
-3.690372E+08 -2.737435E+08 4.867875E+08
-3.858287E+08 -1.233256E+09 -1.016824E+08
-2.061692E+09 1.941178E+08 2.722278E+07
-9.222922E+08 -1.7964E+09 1.496525E+07
-1.744737E+09 -1.127692E+09 8861212
-1.761556E+09 -2.420241E+08 4.660122E+08
1.40932E+09 1.233257E+09 1.995492E+09
-1.290009E+09 -9.258925E+08 2.173082E+07
-8.545944E+08 -1.961943E+09 1.315661E+07
2.349683E+08 1.271669E+09 9877023
8.892466E+08 -3.192255E+08 5.017302E+08
-2.851732E+08 1.95317E+09 2.337452E+08
-1.407398E+09 -5.976882E+08 2.459034E+07
-9.143625E+08 -1.683809E+09 1.445862E+07
-2.515622E+08 -2.100739E+09 1.03368E+07
1.459675E+09 -2.800349E+08 4.848869E+08
-1.14081E+09 2.085356E+09 -1.813025E+09
-5.685315E+08 -6.208879E+08 2.447334E+07
-9.118066E+08 -1.710417E+09 1.423539E+07
-1.761513E+09 -2.033609E+09 1.012944E+07
6.543673E+08 -2.742678E+08 4.948484E+08
-2.684006E+08 1.318388E+09 -8.49897E+07
-7.363303E+08 -1.027604E+09 2.053478E+07
-9.247825E+08 -2.110579E+09 1.264333E+07
8.389437E+08 8.69097E+08 1.080144E+07
1.846105E+08 -3.526488E+08 5.223744E+08
1.593882E+09 -1.310785E+09 -1.259565E+09
-1.273103E+09 1.376258E+08 2.854451E+07
-9.113478E+08 -1.14602E+09 1.792666E+07
-2.08026E+09 4.829197E+08 1.272323E+07
-2.851394E+08 -2.64896E+08 4.912438E+08
1.241571E+09 6.245612E+07 9.720484E+08
2.065502E+09 1.055195E+09 3.412275E+07
-9.397897E+08 -6.040384E+08 2.022861E+07
-1.979581E+09 1.237823E+09 1.341929E+07
2.852841E+08 -2.262953E+08 4.667985E+08
3.18819E+08 -6.541801E+08 2.079511E+09
-1.995139E+08 2.221017E+08 2.978688E+07
-9.565666E+08 -7.691893E+08 2.072806E+07
9.228743E+08 -2.033788E+09 1.340265E+07
-3.354656E+08 -2.281303E+08 4.519875E+08
-2.348345E+08 -1.316094E+09 -9.908997E+08
1.948132E+09 2.849507E+08 2.975462E+07
-8.878207E+08 -1.045684E+09 1.79072E+07
-1.191065E+09 -1.614095E+09 1.148931E+07
-1.375671E+09 -2.464149E+08 4.717141E+08
2.181465E+08 -1.842544E+09 5.02454E+08
1.360657E+08 -1.765933E+09 2.060954E+07
-9.376921E+08 1.8069E+09 8168704
3.859463E+08 1.137084E+09 6476059
2.349098E+08 -1.039398E+08 4.559192E+08
1.275084E+09 -1.548484E+09 -3.524859E+08
-8.538297E+08 1.285423E+09 1.030989E+07
-9.8173E+08 1.017126E+09 5420288
1.476437E+09 -1.883274E+08 3086872
-1.50993E+09 -1.461452E+08 4.11289E+08
-1.644153E+09 -1.6635E+09 1.341478E+09
-5.182452E+08 -1.754399E+09 1.810381E+07
-9.310732E+08 2.114986E+09 1.163238E+07
1.392589E+09 -8.594184E+08 7952411
-6.207132E+08 -1.455552E+08 4.523804E+08
-4.865096E+08 4.940105E+08 -6.71798E+08
1.191541E+08 1.740767E+09 1.591066E+07
-9.825176E+08 1.264262E+09 4699648
1.224785E+09 -2.219876E+08 3422234
2.130718E+09 -5.557439E+07 3.786516E+08
-2.147473E+09 1.831076E+09 1.392388E+09
-1.223457E+09 3.525837E+08 5612288
-1.034026E+09 3.246696E+08 928256
1.895839E+09 1.274932E+07 1290254
1.610616E+09 7.857772E+07 2.019002E+08
1.493174E+09 2.259681E+08 -1.996351E+09
-4.530699E+08 8.454144E+07 700672
-1.050804E+09 4.96746E+07 326400
1.895828E+09 -1.84961E+09 173304
-1.325399E+09 -8716281 -1.241414E+08
-1.962934E+09 1.003356E+08 1.34486E+08
-1.275568E+09 7.267942E+07 304128
-1.069612E+09 2.706408E+07 277248
7.046442E+08 2.109842E+09 102643
5.200948E+08 3.879732E+07 -2.271637E+08
-9.395236E+08 7.202406E+07 6.042115E+08
-1.326195E+09 8.224768E+07 288000
-1.064107E+09 2.889871E+07 327936
2.046822E+09 -9.436828E+08 117237
-1.140849E+09 5.328077E+07 -1.775532E+08
1.577059E+09 8.133018E+07 -1.610318E+09
-1.024103E+09 8.690074E+07 303104
-1.072299E+09 2.955399E+07 341760
8.388726E+07 1.036072E+09 115960
-1.526725E+09 2.627994E+07 -9.491249E+07
5.368714E+08 7.418676E+07 1.476621E+09
-9.903637E+08 8.624538E+07 297472
-1.056702E+09 3.11271E+07 356864
-1.828715E+09 -4123899 121589
-9.059683E+08 6.95337E+07 -1.286635E+08
1.962935E+09 8.093697E+07 6.88158E+08
-7.386696E+08 8.932557E+07 310016
-1.079704E+09 2.745805E+07 297984
-1.124072E+09 8.681597E+08 108027
1.308624E+09 1.315308E+08 -1.714581E+08
1.593836E+09 8.047822E+07 -1.123325E+09
-8.898374E+08 8.716288E+07 310272
-1.068563E+09 3.021024E+07 343296
1.157629E+09 1.421918E+09 121079
-4.697607E+08 5.138023E+07 -1.282047E+08
-1.44284E+09 8.611431E+07 6.880548E+08
-1.346369E+08 9.876275E+07 345856
-1.075117E+09 3.414285E+07 403968
-1.929378E+09 -1.799362E+09 137723
-1.577057E+09 -3.263692E+07 -6.84359E+07
-3.187665E+08 1.017119E+08 -1.694626E+09
9.394116E+08 1.14688E+08 386304
-1.080951E+09 3.728964E+07 446208
1.811941E+09 1.25783E+07 153598
9.730803E+08 -7.929855E+07 -4.81197E+07
1.20796E+09 1.068892E+08 -2.013627E+09
1.862124E+09 1.255014E+08 428288
-1.07394E+09 4.030445E+07 486912
1.174421E+08 -1.212173E+09 158207
1.409288E+09 -1.150812E+08 -1.574493E+07
-3.523209E+08 1.126564E+08 1.207496E+09
-2.030047E+09 1.315963E+08 441856
-1.068239E+09 4.28605E+07 523008
-2.09715E+09 -1.799345E+09 169216
-8.388402E+07 -1.040056E+08 4898875
-5.200931E+08 1.170473E+08 -1.023753E+09
-2.113878E+09 1.313997E+08 443648
-1.07584E+09 4.181221E+07 503296
-9.395224E+08 1.975549E+09 164607
-1.140849E+09 -1.049887E+08 -5324703
-4.865386E+08 1.123287E+08 2.029574E+09
-1.912616E+09 1.327759E+08 444160
-1.066404E+09 4.338479E+07 534016
1.87905E+09 -1.178579E+09 171776
-4.194283E+08 -1.384776E+08 1.794055E+07
1.20796E+09 1.157366E+08 2.096557E+09
-1.727997E+09 1.363804E+08 445184
-1.064831E+09 4.423692E+07 536064
-1.49317E+09 2.939033E+07 170241
-1.07374E+09 -1.54796E+08 6668407
-6.71088E+08 1.104282E+08 -1.711944E+09
-1.811934E+09 1.296957E+08 425216
-1.060703E+09 4.384341E+07 512768
1.509951E+09 -1.715423E+09 171775
-1.459616E+09 -1.791099E+08 4898969
-1.14085E+09 1.104282E+08 -1.175074E+09
-1.509982E+09 1.307443E+08 442624
-1.063914E+09 4.462984E+07 524544
-1.728051E+09 -7.758938E+08 177663
-4.6976E+08 -1.778647E+08 -147246
-1.124073E+09 1.291715E+08 -1.182034E+08
3.020351E+08 1.515192E+08 520960
-1.062276E+09 5.170837E+07 594432
5.536502E+08 1.052814E+09 200450
-6.710863E+08 -2.036204E+08 2.993377E+07
-3.187663E+08 1.314652E+08 -4.034588E+08
3.524254E+08 1.499464E+08 515328
-1.056575E+09 5.275686E+07 588544
1.50997E+08 -1.967078E+09 203777
-3.019876E+08 -2.047345E+08 3.760147E+07
-9.89855E+08 1.295647E+08 1.593984E+07
2.349601E+08 1.472594E+08 503808
-1.058737E+09 5.00044E+07 563968
3.019918E+08 -1.782523E+09 191745
9.730807E+08 -2.217083E+08 1.407413E+07
1.711277E+09 1.196687E+08 4.520952E+08
-3.522586E+08 1.395261E+08 472576
-1.043664E+09 5.157688E+07 560384
-8.55636E+08 4.824563E+08 196096
-1.895823E+09 -2.040791E+08 2.855751E+07
1.845495E+09 1.23863E+08 1.593984E+07
-2.012476E+08 1.417544E+08 483840
-1.058737E+09 4.934904E+07 548608
3.019918E+08 -1.782523E+09 193025
1.627392E+09 -2.217083E+08 1.407413E+07
2.030044E+09 1.274675E+08 4.520952E+08
1.007262E+08 1.428685E+08 500736
-1.043664E+09 5.039723E+07 548608
-8.556361E+08 4.824563E+08 199680
-1.124071E+09 -2.040791E+08 2.855751E+07
1.610614E+09 1.277297E+08 7.37346E+08
1.678243E+08 1.427374E+08 505088
-1.055788E+09 5.072511E+07 553216
-2.348791E+08 1.975594E+09 198400
-1.291843E+09 -2.173829E+08 9355540
-2.080374E+09 1.317929E+08 -1.124898E+09
4.530728E+08 1.449001E+08 524032
-1.058279E+09 5.216691E+07 569344
-1.912601E+09 -1.832846E+09 204800
2.852149E+08 -2.034237E+08 1.925137E+07
6.710968E+07 1.401815E+08 -1.074557E+09
1.07382E+09 1.554514E+08 558080
-1.059393E+09 5.472278E+07 606720
-8.891903E+08 -1.950297E+09 216576
-5.368686E+08 -2.022441E+08 1.341867E+07
6.543123E+08 1.511916E+08 -1.779171E+09
1.543579E+09 1.62988E+08 608000
-1.062735E+09 5.177374E+07 580864
5.872047E+08 4.65611E+08 201985
1.76161E+09 -1.954939E+08 2.20694E+07
-1.392508E+09 1.521091E+08 -1.040952E+09
6.377005E+08 1.451622E+08 596992
-1.055264E+09 5.40678E+07 586240
-1.124071E+09 7.975858E+07 210433
1.560283E+09 -1.449656E+08 3.491438E+07
1.509958E+08 1.582039E+08 -3.529034E+08
1.124398E+09 1.54665E+08 622336
-1.064962E+09 5.45267E+07 599552
-1.744828E+09 -1.111423E+09 215039
-1.895823E+09 -1.3389E+08 2.672244E+07
3.019907E+08 1.593836E+08 2.177812E+08
1.157809E+09 1.526989E+08 630016
-1.06968E+09 5.491972E+07 596736
-1.526724E+09 -1.698681E+09 204290
-4.86537E+08 -8.847359E+07 5.228135E+07
-9.563005E+08 1.559101E+08 5.197524E+08
1.107453E+09 1.528955E+08 617216
-1.070729E+09 5.550952E+07 599552
-1.49317E+09 -1.413475E+09 216066
-1.660942E+09 -9.12261E+07 4.30408E+07
9.898566E+08 1.668547E+08 -1.694765E+09
1.409484E+09 1.521091E+08 642304
-1.077806E+09 5.596854E+07 594176
1.778387E+09 1.673573E+09 219393
-7.046407E+08 -1.038746E+08 2.763995E+07
4.194313E+08 1.637745E+08 6.371546E+08
1.342375E+09 1.509294E+08 634624
-1.072367E+09 5.550965E+07 590080
-5.704228E+08 2.642491E+08 219394
-6.375319E+08 -8.53934E+07 4.041935E+07
-6.543106E+08 1.574175E+08 3.855537E+08
1.124232E+09 1.48439E+08 618752
-1.072432E+09 5.393682E+07 571392
-5.033141E+08 1.958746E+09 214018
1.45962E+09 -8.762162E+07 3.524202E+07
3.523224E+08 1.696727E+08 7.042959E+08
-1.828572E+09 1.545339E+08 692736
-1.073678E+09 5.996603E+07 584704
-1.744828E+09 -3.397583E+08 233730
1.543506E+09 -9.116057E+07 4.520346E+07
-1.493171E+09 2.230845E+08 5.013709E+07
1.040449E+09 1.478492E+08 876288
-1.078461E+09 6.992802E+07 582912
1.325403E+09 7.968666E+07 260868
2.097154E+09 -6.599474E+07 6.145646E+07
5.368719E+08 1.972634E+08 6.372767E+08
-1.761367E+09 1.313341E+08 748800
-1.0704E+09 6.009717E+07 509440
7.382004E+08 -1.111491E+09 230658
1.27507E+09 -2.503474E+07 5.09706E+07
-1.342169E+08 1.644298E+08 5.035722E+08
3.349267E+07 1.158676E+08 625920
-1.074789E+09 5.039702E+07 446208
3.52324E+08 1.300116E+08 193535
1.895827E+09 3.49307E+07 -3.055615E+07
-4.026524E+08 1.655439E+08 -2.849971E+08
7.38116E+08 1.184236E+08 685568
-1.077214E+09 5.400154E+07 478208
6.711159E+07 -1.384082E+08 196862
-2.030041E+09 5.62299E+07 -1.528627E+07
6.71097E+07 1.705902E+08 -6.696218E+07
1.77829E+09 1.358561E+08 696832
-1.072365E+09 5.609838E+07 528128
-3.35518E+07 -1.195382E+09 226814
-1.140849E+09 8.224769E+07 3522497
1.879049E+09 1.859256E+08 1.17769E+08
2.097156E+09 1.403781E+08 706304
-1.067188E+09 5.799901E+07 545024
3.523243E+08 2.143296E+09 222719
1.258293E+09 2883594 1.184561E+07
-6.207556E+08 2.737439E+08 -3.356454E+08
2.063716E+09 1.532887E+08 1124608
-1.076298E+09 8.998147E+07 589824
-1.493168E+09 1.874838E+09 347650
-2.013264E+09 -5636080 4.140232E+07
7.046445E+08 2.827223E+08 -8.393651E+07
1.845621E+09 1.588593E+08 1111808
-1.074135E+09 9.719042E+07 649472
-1.442836E+09 1.556082E+09 400130
2.51661E+08 6357011 2.868841E+07
8.220855E+08 3.965583E+08 -2.683789E+08
-1.543302E+09 2.624061E+08 1789440
-1.07348E+09 1.678383E+08 1138176
-7.88521E+08 -1.430259E+09 719618
-8.38856E+08 5636131 4.716955E+07
-2.063594E+09 6.636831E+08 3.858634E+08
-1.996284E+09 3.251896E+08 2731776
-1.071972E+09 2.302945E+08 1170944
6.878772E+08 -5.578209E+08 847364
-2.130703E+09 -3.342332E+07 9.868095E+07
-2.013264E+09 4.897505E+08 -1.830083E+08
-3.354456E+08 1.252393E+08 1612544
-9.723511E+08 8.080573E+07 474624
-8.220788E+08 3.654196E+08 310270
-1.996487E+09 4.182508E+08 -539109
-1.962933E+09 2.974024E+08 -6.550938E+07
2.130854E+09 1.1921E+08 898560
-1.016392E+09 5.354318E+07 492544
-1.694496E+09 1.388587E+09 223999
-1.593833E+09 4.109107E+08 4899662
-1.694498E+09 3.06774E+08 -9.381422E+08
-1.17409E+09 2.550006E+08 1381888
-1.024453E+09 8.355937E+07 892928
-7.214157E+08 1.908676E+09 333568
-2.684322E+08 3.62152E+08 2.560915E+07
-1.526725E+09 3.325952E+08 2.027287E+08
4.868008E+08 2.360607E+08 1522944
-1.02157E+09 1.323179E+08 1034240
-2.080367E+09 2.143456E+09 633860
1.493177E+09 2.599813E+08 1.68936E+08
-8.891887E+08 8.605532E+08 -9.891615E+08
2.857569E+08 4.464968E+08 3261696
-1.043068E+09 2.510053E+08 1824256
-1.744817E+09 3.650296E+08 1074697
4.362156E+08 2.337014E+08 1.694605E+08
-5.368668E+08 9.319219E+08 -1.978668E+09
-1.676931E+09 4.897506E+08 3926528
-1.024586E+09 3.345649E+08 1945088
-1.677553E+08 6.502943E+08 1359377
-1.795154E+09 2.102396E+08 3.116736E+08
1.392513E+09 8.792965E+08 1.594601E+09
3.467053E+07 4.79658E+08 2982400
-1.032779E+09 2.157491E+08 1787648
2.097163E+09 1.103311E+09 756243
1.241521E+09 1.615463E+08 3.228805E+08
-1.090516E+09 7.030702E+08 -1.475792E+09
-1.139581E+09 4.283433E+08 2656000
-1.015806E+09 1.84882E+08 1676544
6.710986E+08 8.013199E+08 763923
7.046499E+08 1.208484E+08 3.358564E+08
