2025-10-08 21:06:47    绿光---红外光---红光
9.898614E+08 -9.298247E+08 3.164144E+08
-1.358951E+09 1.389363E+09 1.67388E+09
1.963922E+09 7.81058E+08 5748992
4.432707E+08 2.48778E+08 3248640
-1.711253E+09 -1.759977E+09 1024268
-1.442827E+09 -9.79501E+08 1.708578E+08
-1.442836E+09 1.639907E+09 1.841571E+09
-6.670437E+07 9.942467E+08 6711808
2.907022E+08 2.998282E+08 4114688
3.691262E+08 -9.049045E+08 1229825
1.91262E+09 -1.061683E+09 -5435605
9.56307E+08 -2.073493E+09 -4.234253E+08
5.367089E+08 1.476133E+09 9323008
2.106174E+08 4.370588E+08 6239744
1.660983E+09 -5.189794E+08 1789946
-1.526701E+09 -1.012662E+09 -1.219572E+08
3.523285E+08 -1.66658E+09 5.494385E+08
-1.64485E+09 1.659109E+09 1.00672E+07
4.16923E+08 4.360729E+08 6362368
-1.673887E+07 -1.944356E+09 1657070
-1.107272E+09 -1.140523E+09 -3.344226E+08
1.073752E+09 -6.142033E+08 1.573033E+09
-1.159239E+09 -1.812529E+09 1.456922E+07
6.124195E+08 7.512988E+08 1.051085E+07
-4.193685E+08 1.780692E+09 3088618
1.660987E+09 -8.085174E+08 -3.224279E+08
-1.862259E+09 9.614148E+07 1.648013E+08
2.096085E+09 -1.322451E+09 1.783552E+07
7.126269E+08 8.583213E+08 1.173222E+07
1.610684E+09 -3.494613E+08 3306481
-1.845448E+09 -7.013005E+08 -2.218284E+08
1.375744E+09 9.522397E+07 2.145338E+09
-1.661739E+09 -1.020527E+09 2.074778E+07
7.857687E+08 1.10251E+09 1.489562E+07
1.610708E+09 -1.003638E+09 4814076
-1.84543E+09 -4.793299E+08 4337238
-1.610592E+09 -9.519101E+08 -1.176257E+09
310318 7.10738E+08 3.275443E+07
7.93437E+08 1.584597E+09 2.039091E+07
3.368792E+07 -1.221567E+09 6687498
-7.716658E+08 -5.491911E+08 1.806294E+08
-7.046004E+08 1.974273E+09 -2.049038E+09
-1.710405E+09 1.927873E+09 6.681882E+07
6.900195E+08 -3.411114E+08 4.946995E+07
-1.845182E+09 -6.852588E+08 1.813121E+07
-1.627161E+09 -6.903548E+08 1.742697E+08
-8.387866E+08 -9.918864E+08 6.850179E+08
1.946787E+09 -1.150157E+09 9.532058E+07
5.749359E+08 5.244865E+08 6.347392E+07
1.275443E+09 5.557654E+08 1.904333E+07
4.029066E+08 -8.062879E+08 6.691994E+07
1.577135E+09 -2.533612E+08 -2.010649E+07
-1.308602E+09 1.398538E+09 8.702899E+07
3.231424E+08 7.929774E+07 5.440947E+07
-1.710933E+09 -2.06274E+09 1.914853E+07
5.057884E+07 -1.356528E+09 -2.32979E+08
-9.897803E+08 9.530255E+08 -7.227954E+07
1.106994E+09 5.872684E+08 1.066826E+08
-1.476339E+07 3.371179E+08 7.047578E+07
-2.012847E+09 -1.443133E+09 1.760692E+07
3.861505E+08 -1.000799E+09 7.182487E+07
3.188365E+08 1.56795E+09 7.843208E+08
-5.708145E+08 1.758989E+08 1.069215E+08
-4.986795E+08 8.847233E+07 6.781594E+07
1.124495E+09 -7.065936E+08 1.659264E+07
1.577328E+09 -1.065483E+09 2155053
-6.542484E+08 1.76233E+09 3.146132E+08
-7.54996E+08 1.493568E+08 1.050176E+08
-4.014895E+08 -6.136792E+08 6.417075E+07
1.27546E+09 -8.068655E+08 1.385421E+07
1.745073E+09 -1.040448E+09 7858074
4.698074E+08 1.2501E+09 -6.58722E+08
2.113769E+09 6.343886E+08 5.725978E+07
-2.094031E+08 1.905655E+09 2.765875E+07
-1.342001E+09 -1.963677E+09 6855423
-6.877637E+08 -1.071906E+09 7.896862E+07
-7.549486E+08 2.030502E+09 3.817267E+08
-4.52661E+08 1.876689E+09 3.933901E+07
-1.676575E+08 1.50746E+09 2.288768E+07
-8.219372E+08 -1.728383E+09 5396992
-1.409203E+09 -1.040121E+09 -3.604496E+07
-1.22472E+09 -1.748369E+09 -1.884774E+08
1.497528E+08 -6.069288E+08 2.052122E+07
1.096932E+08 6.806507E+08 1.127014E+07
-5.026982E+07 1.527256E+09 2112229
-2.097117E+09 -8.958769E+08 -4.839158E+08
-4.194244E+08 2.14401E+09 -1.395923E+09
-1.981715E+09 1.29178E+09 7170304
1.226699E+08 3.680419E+08 5534976
8.39168E+07 -8.887117E+08 1536221
1.224761E+09 -9.021684E+08 -5.940168E+08
-5.032523E+07 -1.886519E+09 -5.570237E+08
8.699712E+08 1.864106E+09 9966336
9.979829E+07 4.519265E+08 7589120
1.375772E+09 1.007041E+09 1787353
-2.348508E+08 -8.477736E+08 -6.684655E+08
-9.227398E+08 -1.608778E+09 4.664801E+08
-1.294518E+09 2.040332E+09 1.059507E+07
1.216877E+08 4.675233E+08 8060672
2.113971E+09 5.541209E+08 1776854
-1.207929E+09 -7.926578E+08 -7.357708E+08
6.543174E+08 2.109801E+09 2.043852E+09
9.700378E+08 1.56867E+09 7785472
1.870285E+08 3.508676E+08 5678080
1.67775E+09 3.363323E+08 1336785
1.677743E+09 -7.010385E+08 -7.926547E+08
1.543509E+09 1.806172E+09 1.322685E+09
1.792003E+09 1.44638E+09 7133696
2.19273E+08 3.544063E+08 6040320
-4.69732E+08 1.72888E+09 1509839
-1.677451E+08 -6.785596E+08 -8.250295E+08
9.563062E+08 2.093482E+09 2.128206E+09
1.456536E+09 1.117716E+09 6493952
1.032068E+08 2.35919E+08 3795712
1.509973E+09 -1.845141E+09 944859
1.375747E+09 -9.326428E+08 -5.842522E+08
-1.157624E+09 1.593967E+09 7.345254E+08
1.406933E+09 9.798943E+08 5990656
4.795833E+07 2.347405E+08 3691520
-1.962912E+09 1.828824E+09 826586
-8.220712E+08 -8.851292E+08 -6.423183E+08
4.529859E+08 2.951741E+08 7.180608E+08
1.89305E+09 8.087142E+07 532480
1.859925E+07 2.915294E+07 233984
-1.677593E+07 -6.542237E+08 82903
1.191183E+09 -8.522301E+08 -6.940257E+08
-1.157628E+09 4.58752E+07 1.775154E+09
2.321393E+08 4.35159E+07 162304
7.417432E+07 1.663527E+07 164608
6.878664E+08 -1.878679E+09 62932
1.056965E+09 -7.46455E+08 -7.35902E+08
-2.097152E+09 3.879731E+07 -3.049393E+08
-1.03669E+08 4.266394E+07 153856
1.21951E+08 1.656856E+07 167936
-1.006632E+09 -9.223274E+08 65232
1.627391E+09 -7.305953E+08 -7.808599E+08
-1.761607E+09 4.043571E+07 1.649101E+08
3.050522E+07 4.35159E+07 158720
1.344687E+08 1.702748E+07 169728
1.174406E+09 -1.895291E+09 66001
1.795163E+09 -7.029391E+08 -7.923935E+08
-1.593835E+09 4.18775E+07 1.876524E+09
2.316391E+08 4.463002E+07 167168
1.743162E+08 1.774704E+07 176640
-9.395235E+08 -4.972292E+07 71115
-1.291845E+09 -5.988024E+08 -8.838163E+08
-7.2142E+08 4.738253E+07 -2.032392E+09
7.346824E+08 4.856218E+07 192512
1.397136E+08 2.017131E+07 193280
-3.523208E+08 1.845997E+09 83146
8.220844E+08 -5.695734E+08 -9.139634E+08
-1.526726E+09 6.861619E+07 9.881782E+08
-7.754867E+08 6.763315E+07 305920
-8.861057E+07 3.255642E+07 279552
6.711014E+07 2.147031E+09 132804
8.556392E+08 -3.146383E+08 -1.006766E+09
1.845494E+09 8.690074E+07 1.156432E+09
-1.550602E+08 7.379354E+07 338944
-1.015197E+08 3.321049E+07 293376
-1.627389E+09 -4.701415E+08 126399
8.053075E+08 -2.604401E+08 -1.087047E+09
7.717524E+08 7.93641E+07 -1.997067E+09
-1.648432E+09 6.337331E+07 274176
-6.5801E+07 1.898892E+07 168192
-1.929379E+09 1.895637E+09 66495
1.677722E+09 -3.109683E+08 -1.086063E+09
3.69099E+08 3.36855E+07 -1.041311E+09
-7.592182E+08 3.289907E+07 119296
-4.646883E+07 1.341832E+07 126464
1.996489E+09 -1.275189E+09 52158
-1.073741E+09 -1.36577E+08 -1.095959E+09
-4.194302E+08 2.929459E+07 2.063303E+09
-8.430612E+08 3.191603E+07 113664
2.94247E+07 1.341848E+07 124160
1.778385E+09 1.828866E+09 52671
-1.14085E+09 -2.090598E+07 -1.086914E+09
-4.362074E+08 2.903245E+07 2.516239E+08
-8.43082E+08 3.18505E+07 113408
5.282202E+07 1.328753E+07 123392
-1.426063E+09 -1.023213E+09 52672
-1.207959E+09 1.926758E+07 -1.069285E+09
-4.02653E+08 2.903245E+07 -7.884083E+08
-8.599027E+08 3.224371E+07 113152
4784490 1.348365E+07 126720
-1.979711E+09 -1.644204E+09 52925
-1.073741E+09 -7.090995E+07 -1.117717E+09
-2.51658E+08 2.922906E+07 -1.107595E+09
-8.43177E+08 3.250586E+07 114432
-1.763042E+07 1.348369E+07 127488
-1.845489E+08 -8.556966E+08 52926
-1.02341E+09 -8.991539E+07 -1.093206E+09
-1.509947E+08 2.94912E+07 1.476025E+09
-8.430771E+08 3.309568E+07 115456
3.787848E+07 1.348407E+07 129536
1.493173E+09 -1.442706E+09 52927
-1.006632E+09 -9.194701E+07 -1.084555E+09
-5.033144E+07 2.968781E+07 -2.080744E+09
-8.095442E+08 3.355443E+07 116992
1.828301E+07 1.368049E+07 132096
-1.224736E+09 -6.207345E+08 53695
-8.220831E+08 -1.116733E+08 -1.067778E+09
3.187673E+08 3.099853E+07 3.284634E+07
-7.255537E+08 3.493069E+07 121856
4.193989E+07 1.39431E+07 137216
1.593836E+09 6.209641E+08 54721
-5.033159E+08 -2.499543E+08 -1.064697E+09
5.033167E+08 3.165389E+07 -2.131713E+09
-7.088202E+08 3.571712E+07 124160
4.207016E+07 1.387738E+07 139264
2.130707E+09 -6.709847E+08 54720
-4.362071E+08 -2.534932E+08 -1.050083E+09
5.872028E+08 3.2768E+07 -1.964039E+09
-7.255844E+08 3.584819E+07 127232
-2.877451E+07 1.400854E+07 140288
-6.878653E+08 2.180073E+08 54721
-2.348805E+08 -2.667971E+08 -1.058079E+09
6.0398E+08 3.217818E+07 -1.343186E+09
-7.087887E+08 3.591373E+07 125184
-1.809177E+07 1.407396E+07 140800
2.013266E+09 1.84503E+08 55232
-3.019893E+08 -2.728919E+08 -1.066664E+09
8.891926E+08 3.329229E+07 2.095868E+09
-6.583969E+08 3.69623E+07 130304
3.145216E+07 1.427095E+07 145152
1.375732E+09 1.996466E+09 56002
1.677779E+07 -3.228959E+08 -1.033503E+09
9.898559E+08 3.375104E+07 -9.408154E+08
-6.248166E+08 3.76832E+07 132352
2.332554E+07 1.440216E+07 147968
1.761608E+09 1.795284E+09 56259
2.516588E+08 -3.86007E+08 -1.005322E+09
1.291846E+09 3.499622E+07 1.324616E+08
-5.910671E+08 3.866624E+07 137984
7.65391E+07 1.446836E+07 151552
1.979712E+09 1.513339E+08 56773
4.19431E+08 -4.689756E+08 -9.834317E+08
1.291846E+09 3.499622E+07 -1.042003E+09
-5.742799E+08 3.846963E+07 135936
1.026881E+08 1.446827E+07 150272
1.946158E+09 -1.174091E+09 56517
3.355449E+08 -4.286054E+08 -9.597734E+08
4.362637E+08 -7.38197E+08 8.204979E+08
-8.09292E+08 -6.900918E+07 4.641434E+07
1.29689E+08 -6.082553E+08 3.071616E+07
1.426236E+09 -7.040543E+08 1.398368E+07
-1.107182E+09 -5.1177E+08 -9.394562E+08
1.660998E+09 -2.050424E+09 -1.495206E+09
1.439274E+09 -1.300889E+09 4.228634E+07
1.390592E+08 -7.5702E+08 2.904141E+07
1.275237E+09 -6.369347E+08 1.423124E+07
7.550959E+08 -6.85768E+08 -8.50851E+08
-2.013227E+09 3.494383E+08 -8.586335E+08
-9.592023E+08 1.81443E+09 3.233638E+07
1.813912E+08 1.886968E+09 2.299853E+07
-1.811818E+09 1.493852E+09 6030551
7.21513E+08 -8.834903E+08 -6.665641E+08
-5.871809E+08 -4.361417E+08 -2.117363E+09
9.873577E+08 -6.803291E+08 4.37248E+07
1.51768E+08 -6.285652E+08 4.700442E+07
-1.224454E+09 -1.039603E+09 1.613923E+07
-6.687146E+07 -8.900431E+08 -5.421775E+08
1.61069E+09 -7.210915E+08 1.305134E+09
1.490904E+09 -2.071068E+09 9.72137E+07
7.679407E+07 9.718904E+08 7.527526E+07
-1.392131E+09 -3.352139E+08 2.082941E+07
1.929673E+09 -9.969322E+08 -4.554737E+08
1.392591E+09 -1.022229E+09 -1.214515E+08
1.541589E+09 1.930691E+09 9.623066E+07
1.243068E+08 1.138288E+09 7.289088E+07
-1.392136E+09 -3.01331E+08 2.267338E+07
-1.711002E+09 -9.899198E+08 -3.167324E+08
7.717965E+08 -1.663041E+09 -2.050851E+09
-6.720494E+08 -8.773302E+08 8.965248E+07
1.516999E+08 -6.576572E+08 7.64759E+07
1.426478E+09 8.562337E+08 1.531621E+07
1.745149E+09 -1.0297E+09 -1.978505E+08
1.661005E+09 2.106263E+09 1.573085E+09
-2.047618E+09 4.189719E+08 1.092414E+08
2.219545E+08 -2.62541E+08 8.62551E+07
1.980138E+09 -1.240762E+09 1.580056E+07
-1.023072E+09 -1.091763E+09 -1.433914E+08
1.191245E+09 -2.13195E+09 -2.134778E+09
1.978846E+09 7.332826E+08 1.09046E+08
1.404933E+08 -2.053925E+08 8.661402E+07
-3.015643E+08 1.178618E+08 1.600434E+07
2.114267E+09 -1.021049E+09 -1.700642E+08
-1.509887E+09 2.056783E+09 -2.101156E+09
4.356447E+08 2.983201E+08 1.081982E+08
9.625658E+07 1.087306E+09 8.754918E+07
7.050874E+08 -1.610243E+09 1.786546E+07
223180 -1.077083E+09 -5.53768E+07
-1.845332E+08 1.075905E+09 -7.257108E+08
-8.388055E+08 -3.579575E+08 4.172851E+07
1.852991E+07 -1.138098E+09 5.281869E+07
1.459903E+09 -1.862301E+09 1.453773E+07
-3.33113E+07 -1.092222E+09 5.06589E+07
1.929442E+09 8.771348E+08 1.505631E+09
-2.046682E+09 -1.558444E+08 8.824397E+07
1.020607E+07 6.370206E+07 6.616781E+07
1.543846E+09 1.52679E+09 1.802932E+07
1.443104E+09 -1.116732E+09 4.738313E+07
-1.828707E+09 -6.910769E+08 -1.111303E+09
1.040186E+09 -1.236009E+09 1.626317E+07
5.319907E+07 1.737885E+09 2.841472E+07
-6.373774E+08 -1.50686E+08 1.440461E+07
1.510227E+09 -1.080818E+09 1.409132E+07
1.846039E+08 -1.927937E+09 1.925156E+09
-1.912568E+09 2.772195E+07 1.102595E+08
5.188822E+07 -4.594071E+08 8.340864E+07
-7.2099E+08 -1.5769E+09 2.051789E+07
-1.710964E+09 -1.072561E+09 8.427993E+07
1.174491E+08 -6.389103E+08 -2.558769E+08
1.512737E+08 1.184892E+08 2.607411E+07
2.711599E+07 -9.237285E+08 5.859994E+07
-1.023107E+09 2.080445E+09 1.34907E+07
6.042967E+08 -1.031207E+09 2.871796E+08
-6.54257E+08 1.724778E+09 -3.779916E+07
1.376416E+09 -2.858678E+08 1.072899E+08
3.130996E+07 6.513642E+08 7.965414E+07
-1.408876E+09 -2.063559E+09 7355659
-8.375983E+07 -1.053294E+09 2.520521E+08
-9.394869E+08 1.296499E+09 -1.799346E+09
-1.056215E+09 -2.046492E+09 1.03457E+08
8307623 -3.67456E+08 8.16297E+07
1.325828E+09 2.097178E+09 1.598364E+07
1.023726E+09 -1.071774E+09 1.996235E+08
4.530528E+08 1.49894E+09 2.136445E+08
1.661449E+09 1.973158E+09 3.481088E+07
2.803296E+07 9.349396E+08 1.525478E+07
9.563905E+08 8.556822E+08 5460752
-9.226579E+08 -1.05526E+09 2.483164E+08
-1.593789E+09 9.479137E+08 8.852618E+08
-1.331476E+08 -1.724055E+09 8.290432E+07
4.409032E+07 -1.498018E+09 4.181478E+07
1.577282E+09 -8.721268E+08 6193161
1.409378E+09 -1.082327E+09 1.943152E+08
1.174689E+08 1.073218E+09 -1.396657E+09
1.141739E+09 1.036126E+08 5.023846E+07
4.939794E+07 -1.71219E+09 2.804813E+07
1.71143E+09 -1.006427E+09 1.133595E+07
1.946274E+09 -1.046282E+09 1.882201E+08
1.677749E+09 -1.692991E+09 -1.048084E+08
5.375521E+08 -9.536798E+08 1.881037E+07
4.998774E+07 4.527907E+08 7267072
-1.996447E+09 1.040379E+09 1495048
-8.723898E+08 -1.05952E+09 1.373641E+08
9.395315E+08 -1.083834E+09 2.308083E+08
-1.12354E+09 -4.757258E+08 2.203187E+07
5.346153E+07 -1.812789E+09 3.539533E+07
4.02854E+08 1.848588E+08 1.386318E+07
-1.593648E+09 -1.0761E+09 9.13584E+07
-1.275011E+09 8.479711E+08 1.572859E+09
1.460223E+09 -1.64266E+09 3.832781E+07
7.554663E+07 9.755708E+08 1.52448E+07
1.375819E+09 1.896148E+09 3478023
1.962991E+09 -1.052508E+09 1.433941E+08
1.728074E+09 -1.459483E+08 -6.751672E+08
4.368374E+08 -1.551434E+09 6.385613E+07
1.04318E+08 -1.146025E+09 6.162048E+07
3.862107E+08 -8.88746E+08 1.169435E+07
6.377752E+08 -1.086455E+09 2.949298E+07
6.375708E+08 -2.974018E+08 -2.101336E+09
-5.363868E+08 1.82911E+08 2.53079E+07
9.992589E+07 9.846146E+08 1.586611E+07
1.124165E+09 1.795577E+09 5783302
-1.761517E+09 -1.074528E+09 1.241269E+08
-1.342135E+09 1.661273E+09 -1.430206E+09
9.904148E+08 4.999744E+08 7.464883E+07
1.195217E+08 -8.868307E+08 4.594074E+07
9.062319E+08 -8.719312E+08 1.438055E+07
-4.360301E+08 -1.064959E+09 8.53951E+07
-1.79515E+09 8.021624E+07 1.321182E+09
1.527126E+09 -1.807942E+09 1.424102E+07
1.075283E+08 5.801265E+08 9828864
1.677778E+09 -2.01284E+09 2971400
-1.157578E+09 -1.046544E+09 1.523729E+08
-1.627368E+09 -3.222402E+08 -4.06762E+08
2.131193E+09 -1.355677E+09 6.448666E+07
1.107397E+08 -8.193295E+08 5.120128E+07
-7.882406E+08 8.392627E+08 1.334708E+07
1.006831E+09 -1.073347E+09 1.150173E+08
-1.795152E+09 -4.433509E+08 -4143104
1.711726E+09 1.307116E+09 7535872
1.04055E+08 2.722384E+08 4614656
-3.01963E+08 4.030584E+08 1383688
1.157652E+09 -1.055261E+09 1.422801E+08
-2.852028E+08 -3.348873E+07 -1.480533E+09
-1.492776E+09 -1.001521E+09 4.394726E+07
1.099532E+08 -7.885935E+08 4.489139E+07
-2.113669E+09 9.23117E+08 1.202919E+07
1.191328E+09 -1.068564E+09 1.207843E+08
-7.717401E+08 -7.24171E+07 4.320041E+08
1.443304E+09 1.311506E+09 7483392
1.036618E+08 2.348832E+08 4139776
-1.593812E+09 3.69496E+08 1097737
1.224757E+09 -1.033306E+09 1.921528E+08
-1.442832E+09 -4.135975E+08 -3.061033E+08
-1.257965E+09 -3.692952E+08 4.411162E+07
1.16441E+08 -9.73145E+08 5.647795E+07
-1.358647E+09 1.69483E+09 1.276774E+07
-1.241326E+09 -1.075772E+09 9.850173E+07
-3.019711E+08 -1.948909E+09 1.270815E+09
4.029865E+08 1.940324E+09 1.090816E+07
9.704242E+07 2.475311E+08 4439808
1.342429E+08 -2.113536E+09 665351
8.389771E+07 -1.042678E+09 1.422145E+08
8.556398E+08 7.279739E+08 -2.134806E+09
7.721001E+08 3.700818E+08 2048256
1.189968E+08 7.484198E+07 1219840
-7.214136E+08 1.2754E+09 263935
-1.174363E+08 -1.067581E+09 6.822396E+07
2.013267E+09 2.856059E+08 1.62324E+09
-2.344927E+08 2.035548E+08 1082880
9.999182E+07 4.889164E+07 784640
1.795166E+09 5.075245E+07 193031
-1.946154E+09 -1.068827E+09 1.130512E+08
-1.962934E+09 2.863268E+08 -1.195323E+09
4.534323E+08 2.142372E+08 1136640
9.435564E+07 5.341357E+07 858112
8.724198E+08 -2.080005E+09 221190
5.704289E+08 -1.068106E+09 1.14034E+08
1.476397E+09 6.241649E+08 -1.715452E+09
-3.35113E+08 5.976228E+08 3286784
9.330701E+07 1.976583E+08 3527936
1.610632E+09 -7.378302E+08 1863942
-1.946124E+09 -1.069941E+09 1.146239E+08
-1.006271E+08 -1.21661E+09 -1.279244E+09
-1.92892E+09 -7.5871E+08 1.011113E+08
9.481434E+07 2.179747E+08 8.721357E+07
-4.525567E+08 -8.217273E+08 1.899162E+07
-1.207612E+09 -1.057618E+09 1.243887E+08
-7.381165E+08 -1.640496E+09 -1.245666E+09
-5.700416E+08 1.689453E+09 1.111294E+08
6.158784E+07 1.178144E+09 9.067904E+07
-1.979277E+09 -1.811611E+09 2.161358E+07
2.52013E+08 -1.064827E+09 1.550599E+08
-1.157543E+09 -1.596849E+09 6.300801E+07
-1.761112E+09 1.757152E+09 1.11124E+08
8.301801E+07 1.330842E+09 9.045402E+07
-2.012833E+09 5.058246E+07 2.196967E+07
1.510302E+09 -1.06817E+09 1.778E+08
1.107382E+09 -1.744764E+09 1.707109E+09
1.074517E+09 1.508246E+09 1.105938E+08
5.785208E+07 1.332874E+09 8.963968E+07
3.359759E+08 -2.11371E+09 2.205134E+07
1.459968E+09 -1.046608E+09 2.161386E+08
-2.01318E+09 -1.775959E+09 1.757516E+09
1.175289E+09 1.48734E+09 1.105139E+08
5.700031E+07 1.389236E+09 8.966477E+07
1.711708E+09 -1.711045E+09 2.224923E+07
8.559884E+08 -1.046477E+09 2.416324E+08
-1.811852E+09 -1.765932E+09 1.35485E+09
1.661897E+09 1.462829E+09 1.10551E+08
5.621396E+07 1.385828E+09 8.953318E+07
1.682039E+08 3.021895E+08 2.213122E+07
-1.979362E+09 -1.036057E+09 2.676497E+08
1.895912E+09 -1.788279E+09 -8.428961E+08
1.192228E+09 1.432814E+09 1.10508E+08
4.297581E+07 1.3701E+09 8.957184E+07
-6.667694E+07 1.275214E+09 2.216731E+07
-5.532979E+08 -1.038809E+09 2.987136E+08
-7.045558E+08 -1.711537E+09 -1.346167E+09
-6.195077E+08 1.560937E+09 1.107894E+08
2.515029E+07 1.457067E+09 9.005722E+07
-2.096719E+09 -9.562159E+08 2.253954E+07
-1.694147E+09 -1.016789E+09 3.401321E+08
-1.811851E+09 -1.675426E+09 5.328906E+08
4.711012E+08 1.63709E+09 1.109233E+08
1.813795E+07 1.529747E+09 9.034138E+07
1.812373E+09 8.38934E+08 2.282114E+07
1.426417E+09 -1.01692E+09 3.643804E+08
4.530744E+08 -1.657076E+09 -8.092623E+08
-4.851057E+08 1.608975E+09 1.10858E+08
1.335391E+07 1.513953E+09 8.960794E+07
-1.392077E+09 1.023462E+09 2.237903E+07
2.352277E+08 -1.012857E+09 3.726379E+08
-3.354575E+08 -2.053569E+09 -4.737196E+08
-5.354161E+08 4.643229E+08 1.076897E+08
1.643402E+07 1.17618E+09 7.187149E+07
2.016863E+08 1.912668E+09 1.113397E+07
7.551158E+08 -1.032126E+09 3.770944E+08
-2.684336E+08 1.975255E+08 -1.597848E+09
2.06491E+09 1.78389E+08 762880
5.057803E+07 5.905292E+07 398080
-2.516537E+08 -9.224257E+08 310290
4.362095E+08 -1.120076E+09 2.708619E+08
4.19432E+08 5.870715E+08 9.855222E+08
-1.626758E+09 2.901279E+08 3151104
7.96754E+07 1.707215E+08 1424128
9.563158E+08 -5.004064E+07 777464
-1.258284E+09 -1.03809E+09 -3.438657E+08
-3.858698E+08 -1.763115E+09 -1.244727E+09
3.105075E+07 2.114519E+09 1.30496E+07
-404301 6.727816E+08 1.060992E+07
1.375794E+09 1.476233E+09 2987986
-1.140803E+09 -6.209533E+08 -8.209702E+08
2.684486E+08 8.602257E+08 -1.881331E+09
2.985623E+08 -4.340449E+08 2.188774E+07
-1.276715E+08 9.498646E+08 1.522893E+07
-8.723286E+08 -1.41016E+09 3516358
-6.039244E+08 -2.645685E+08 -9.913013E+08
-2.130706E+09 6.730547E+07 -2.358369E+08
1.300836E+08 4.286054E+07 164864
-2.942606E+08 1.997208E+07 171520
3.187684E+08 7.874214E+08 93120
-1.509942E+08 -9.548594E+07 -1.100157E+09
-2.852124E+08 8.821146E+07 1.24102E+09
8.685315E+08 5.419827E+07 267520
-4.398235E+08 2.083288E+07 229376
-2.013256E+08 1.156618E+08 83181
-1.811938E+09 -8.606188E+08 -3.336507E+08
1.543504E+09 5.996544E+07 -4.232694E+08
1.258236E+09 5.111808E+07 290048
-4.679426E+08 2.36596E+07 185344
-7.214188E+08 1.038231E+09 101896
1.526727E+09 -9.93067E+08 1.823133E+08
-1.291845E+09 1.33759E+08 7.511839E+08
-7.542748E+08 4.476109E+07 619520
-5.284972E+08 4.155184E+07 176384
-1.845457E+08 -1.847663E+09 279042
-1.509949E+09 -8.807383E+08 -6.908403E+07
-5.704108E+08 5.851055E+08 9.026693E+08
-4.37352E+08 8.212317E+08 3.580928E+07
-6.530137E+08 -1.349064E+09 3.735782E+07
1.644405E+09 2.078009E+09 1.41857E+07
1.359157E+09 -7.775179E+08 -5.564095E+08
-1.174345E+09 2.092631E+09 9.201395E+08
1.484733E+08 -5.786805E+07 9.816166E+07
-5.126954E+08 -1.239408E+08 6.972928E+07
-7.378062E+08 9.880461E+08 1.653934E+07
9.398033E+08 -2.101069E+08 -9.822597E+08
-7.716877E+08 -3.394099E+08 6.885338E+08
5.156633E+08 -1.927479E+09 8.605363E+07
-2.810795E+08 -1.023034E+09 5.050982E+07
1.157905E+09 -5.883034E+08 1.029984E+07
8.390156E+08 4.115014E+08 -1.107825E+09
2.030079E+09 -7.307259E+08 1.981533E+09
2.976166E+08 -1.129709E+09 4.019021E+07
-3.444492E+08 1.511179E+09 2.158592E+07
-4.696445E+08 6.35967E+08 3270596
1.728089E+09 4.852288E+08 -9.721009E+08
2.013309E+08 1.597702E+09 -1.239396E+09
3.989399E+08 1.36518E+09 7932160
-2.191435E+08 3.812081E+08 5450496
2.01358E+08 1.643532E+09 1623236
7.71775E+08 5.35888E+08 -9.244508E+08
-1.459611E+09 -1.917321E+09 2.131554E+09
-1.646968E+09 1.784807E+09 1.023078E+07
3.62155E+08 5.548156E+08 7741696
5.704698E+08 -9.885919E+08 2792650
7.046817E+08 2.282621E+08 -9.122565E+08
2.113944E+09 7.504529E+08 -3.22112E+07
-2.21931E+08 -5.849743E+08 2.141926E+07
4.173393E+08 1.093454E+09 1.441306E+07
-5.703422E+08 -1.340741E+09 4290250
1.476451E+09 5.499129E+08 -9.06424E+08
3.020085E+08 1.817182E+09 1280769
4.661709E+08 -2.392056E+07 2.528102E+07
2.862659E+08 1.32958E+09 1.709619E+07
-2.09705E+09 6.389327E+08 5323208
-2.097084E+09 1.199968E+08 -9.698612E+08
-2.180833E+08 -1.839464E+09 8.396436E+08
-2.723192E+08 2.264925E+08 2.800742E+07
2.860022E+08 1.513473E+09 1.857459E+07
-3.343724E+07 1.293156E+09 6342082
-1.073665E+09 1.099699E+08 -1.046932E+09
1.778408E+09 -8.538028E+08 5.873513E+08
-3.061289E+08 -1.57614E+08 2.710144E+07
3.101817E+08 1.274069E+09 1.502643E+07
7.047436E+08 1.31001E+09 4815041
1.476451E+09 -3.735514E+07 -1.031203E+09
1.174418E+09 1.409025E+08 -1.476761E+09
-4.402107E+08 1.917518E+09 1.505587E+07
3.839085E+08 6.453832E+08 6501632
6.711421E+08 1.511429E+09 2325445
-1.879026E+09 -4.515411E+07 -9.811337E+08
6.039882E+08 -1.251279E+09 1.291564E+09
-1.815812E+09 1.205862E+09 1.124659E+07
2.896679E+08 5.27222E+08 4710912
-1.392464E+09 5.136844E+07 1972933
8.388781E+08 -9.601007E+07 -9.901794E+08
6.54318E+08 -1.703412E+09 1.779864E+09
-1.966051E+09 6.47168E+08 7795456
5.489369E+08 2.604942E+08 1781248
-8.052819E+08 -1.289624E+09 896725
9.3953E+08 5.547623E+08 -6.767159E+08
4.697652E+08 1.309999E+09 -2.128467E+09
-2.015808E+09 2.263614E+08 3990784
5.250185E+08 1.219527E+08 571904
-2.09714E+09 -6.690037E+08 408026
