Time(s)	GREEN_denoised_median
2.930000	-1022.583764
2.940000	-1059.119858
2.950000	-1059.119858
2.960000	-1059.119858
2.970000	-1022.226799
2.980000	-1003.234112
2.990000	-907.801220
3.000000	171.417337
3.010000	320.983617
3.020000	397.783816
3.030000	536.891444
3.040000	630.588327
3.050000	778.472931
3.060000	882.954863
3.070000	882.954863
3.080000	882.954863
3.090000	859.212688
3.100000	566.735233
3.110000	244.455441
3.120000	-56.542957
3.130000	-257.125697
3.140000	-394.041028
3.150000	-455.475724
3.160000	-477.211399
3.170000	-477.211399
3.180000	-477.211399
3.190000	-408.358864
3.200000	-350.953015
3.210000	-350.953015
3.220000	-350.953015
3.230000	-359.341545
3.240000	-400.230650
3.250000	-421.609493
3.260000	-421.609493
3.270000	-421.609493
3.280000	-386.427151
3.290000	-332.712924
3.300000	-270.941886
3.310000	-196.591273
3.320000	-108.378749
3.330000	-7.389977
3.340000	99.253336
3.350000	215.927804
3.360000	339.950313
3.370000	470.333902
3.380000	599.712806
3.390000	729.847476
3.400000	857.543468
3.410000	983.452760
3.420000	1104.444250
3.430000	1225.159258
3.440000	1342.402726
3.450000	1466.982779
3.460000	1587.377770
3.470000	1710.935353
3.480000	1831.391975
3.490000	1831.391975
3.500000	1831.391975
3.510000	1678.022849
3.520000	1338.540272
3.530000	955.469384
3.540000	627.793968
3.550000	387.804222
3.560000	223.998109
3.570000	118.190666
3.580000	44.249616
3.590000	-14.328016
3.600000	-14.328016
3.610000	-14.328016
3.620000	10.153902
3.630000	10.153902
3.640000	10.153902
3.650000	-24.761030
3.660000	-71.613880
3.670000	-115.085976
3.680000	-119.112667
3.690000	-119.112667
3.700000	-119.112667
3.710000	-82.630374
3.720000	-33.278736
3.730000	32.200021
3.740000	109.591576
3.750000	201.104194
3.760000	303.502308
3.770000	408.047859
3.780000	522.512222
3.790000	644.015339
3.800000	772.582413
3.810000	903.020007
3.820000	1028.699404
3.830000	1151.096894
3.840000	1273.871558
3.850000	1392.198853
3.860000	1506.104604
3.870000	1623.368867
3.880000	1739.349470
3.890000	1860.614781
3.900000	1982.608048
3.910000	2083.113498
3.920000	2083.113498
3.930000	2083.113498
3.940000	1851.223957
3.950000	1497.507962
3.960000	1125.879243
3.970000	820.887302
3.980000	601.391233
3.990000	450.203827
4.000000	350.940672
4.010000	275.522525
4.020000	220.591351
4.030000	214.234004
4.040000	214.226582
4.050000	206.032373
4.060000	206.032373
4.070000	155.465359
4.080000	88.029596
4.090000	14.683412
4.100000	-41.915382
4.110000	-72.009518
4.120000	-72.009518
4.130000	-72.009518
4.140000	-41.606344
4.150000	-11.939355
4.160000	46.749803
4.170000	105.989793
4.180000	196.285888
4.190000	278.745324
4.200000	388.040049
4.210000	483.308456
4.220000	603.026210
4.230000	706.667730
4.240000	842.267759
4.250000	941.719186
4.260000	1071.890222
4.270000	1163.405647
4.280000	1302.949529
4.290000	1392.592269
4.300000	1545.595099
4.310000	1656.182487
4.320000	1835.841571
4.330000	1891.902593
4.340000	1891.902593
4.350000	1891.902593
4.360000	1698.967827
4.370000	1280.833669
4.380000	976.501304
4.390000	590.292923
4.400000	-918.289977
4.410000	-1040.185141
4.420000	-1064.571172
4.430000	-1073.591979
4.440000	-1073.591979
4.450000	-1073.591979
4.460000	-1053.809291
4.470000	-1046.662843
4.480000	-942.598585
4.490000	-931.035762
4.500000	-806.366544
4.510000	-761.392514
4.520000	-589.053699
4.530000	-502.923060
4.540000	-308.639973
4.550000	-220.596857
4.560000	-25.072018
4.570000	41.470220
4.580000	41.470220
4.590000	41.470220
4.600000	-962.738031
4.610000	-1077.228465
4.620000	-1077.228465
4.630000	-1077.228465
4.640000	-1050.018194
4.650000	-1045.533928
4.660000	-1029.237498
4.670000	-1029.237498
4.680000	-1029.237498
4.690000	-1094.282364
4.700000	-1105.840572
4.710000	-1133.258840
4.720000	-1133.258840
4.730000	-1133.258840
4.740000	-1086.876991
4.750000	-1054.864550
4.760000	-985.468216
4.770000	-914.754052
4.780000	-810.916547
4.790000	-715.890533
4.800000	-608.236179
4.810000	-503.173983
4.820000	-391.536014
4.830000	-275.536787
4.840000	-153.875187
4.850000	-26.954166
4.860000	80.668504
4.870000	80.668504
4.880000	80.668504
4.890000	-25.612343
4.900000	-333.885230
4.910000	-652.532194
4.920000	-962.041631
4.930000	-1168.304231
4.940000	-1354.743605
4.950000	-1449.709195
4.960000	-1564.006437
4.970000	-1589.889677
4.980000	-1589.889677
4.990000	-1589.889677
5.000000	-733.338054
5.010000	-583.233238
5.020000	-510.005119
5.030000	-383.012778
5.040000	-383.012778
5.050000	-383.012778
5.060000	-521.424168
5.070000	-814.271171
5.080000	-1185.693180
5.090000	-1494.831484
5.100000	-1764.482952
5.110000	-1938.246328
5.120000	-2081.680529
5.130000	-2172.493483
5.140000	-2252.127512
5.150000	-2252.127512
5.160000	-2252.127512
5.170000	-2266.752243
5.180000	-2257.544689
5.190000	-2246.675831
5.200000	-2240.763829
5.210000	-2161.951607
5.220000	-2064.778979
5.230000	-1962.990243
5.240000	-1851.087666
5.250000	-1744.167204
5.260000	-1627.396506
5.270000	-1527.541352
5.280000	-1416.638536
5.290000	-1324.157309
5.300000	-1210.776244
5.310000	-1122.091658
5.320000	-1005.730564
5.330000	-916.406347
5.340000	-827.066447
5.350000	-827.066447
5.360000	-827.066447
5.370000	-1087.405289
5.380000	-1403.064701
5.390000	-1776.059310
5.400000	-2573.154499
5.410000	-2669.707269
5.420000	-2704.177458
5.430000	-2769.757314
5.440000	-2769.757314
5.450000	-2769.757314
5.460000	-2750.997512
5.470000	-2736.140430
5.480000	-2677.951592
5.490000	-2628.894061
5.500000	-2549.747638
5.510000	-2479.957847
5.520000	-2385.436107
5.530000	-2302.309156
5.540000	-2207.055684
5.550000	-2111.853703
5.560000	-2008.715297
5.570000	-1912.556803
5.580000	-1814.405150
5.590000	-1709.367160
5.600000	-1612.245335
5.610000	-1510.198000
5.620000	-1406.225605
5.630000	-1406.225605
5.640000	-1406.225605
5.650000	-1492.145628
5.660000	-1780.667852
5.670000	-2092.924042
5.680000	-2381.143427
5.690000	-2580.753757
5.700000	-2851.332177
5.710000	-2851.332177
5.720000	-2851.332177
5.730000	-2824.047567
5.740000	-2806.783691
5.750000	-2717.340661
5.760000	-2684.009168
5.770000	-2566.995091
5.780000	-2521.141487
5.790000	-2363.820162
5.800000	-1114.178871
5.810000	-946.408142
5.820000	-909.407529
5.830000	-909.407529
5.840000	-909.407529
5.850000	-1117.258891
5.860000	-1489.866759
5.870000	-1793.392664
5.880000	-2091.238798
5.890000	-2269.134700
5.900000	-2426.293265
5.910000	-2506.545863
5.920000	-2599.844758
5.930000	-2602.497915
5.940000	-2602.497915
5.950000	-2602.497915
5.960000	-2584.017555
5.970000	-2584.017555
5.980000	-2584.017555
5.990000	-2614.679328
6.000000	-2662.004129
6.010000	-2670.581200
6.020000	-2670.581200
6.030000	-2670.581200
6.040000	-2638.698455
6.050000	-2580.033634
6.060000	-2512.320188
6.070000	-2423.495007
6.080000	-2331.113589
6.090000	-2221.961712
6.100000	-2108.065669
6.110000	-1982.465121
6.120000	-1859.163663
6.130000	-1738.017475
6.140000	-1619.350201
6.150000	-1490.621203
6.160000	-1369.706420
6.170000	-1246.232907
6.180000	-1125.189811
6.190000	-1004.910718
6.200000	-886.765327
6.210000	-759.637412
6.220000	-638.495049
6.230000	-504.352793
6.240000	-377.413722
6.250000	-341.934328
6.260000	-341.934328
6.270000	-341.934328
6.280000	-623.677216
6.290000	-978.597297
6.300000	-1311.806809
6.310000	-1571.455335
6.320000	-1763.170481
6.330000	-1894.393907
6.340000	-1997.678005
6.350000	-2075.323595
6.360000	-2126.089325
6.370000	-2126.089325
6.380000	-2126.089325
6.390000	-2093.152410
6.400000	-1940.664315
6.410000	-1829.881479
6.420000	-1726.772028
6.430000	-1610.715701
6.440000	-1497.046016
6.450000	-1367.524436
6.460000	-1243.494627
6.470000	-1109.296625
6.480000	-984.103165
6.490000	-858.052486
6.500000	-732.805926
6.510000	-603.853117
6.520000	-487.627073
6.530000	-363.612270
6.540000	-245.601589
6.550000	-110.327905
6.560000	15.228487
6.570000	156.042632
6.580000	291.878732
6.590000	436.451633
6.600000	436.451633
6.610000	436.451633
6.620000	411.674309
6.630000	141.374975
6.640000	-190.047838
6.650000	-460.857419
6.660000	-682.183644
6.670000	-819.010943
6.680000	-925.611696
6.690000	-969.973624
6.700000	-1003.618400
6.710000	-1003.618400
6.720000	-1003.618400
6.730000	-935.821314
6.740000	-935.821314
6.750000	-935.821314
6.760000	-949.607888
6.770000	-950.821394
6.780000	-950.821394
6.790000	-950.821394
6.800000	-149.962090
6.810000	16.052762
6.820000	100.235724
6.830000	252.235460
6.840000	338.623573
6.850000	482.090078
6.860000	573.343680
6.870000	709.481908
6.880000	804.532258
6.890000	941.309546
6.900000	1046.264517
6.910000	1190.508574
6.920000	1298.569160
6.930000	1447.101330
6.940000	1568.454256
6.950000	1607.129663
6.960000	1607.129663
6.970000	1607.129663
6.980000	1355.196466
6.990000	1089.742303
7.000000	832.185579
7.010000	681.550959
7.020000	561.677227
7.030000	527.704767
7.040000	512.461053
7.050000	512.461053
7.060000	512.461053
7.070000	585.198410
7.080000	608.647496
7.090000	621.258929
7.100000	621.258929
7.110000	621.258929
7.120000	580.765923
7.130000	580.765923
7.140000	580.765923
7.150000	598.141626
7.160000	608.605988
7.170000	708.843880
7.180000	714.578070
7.190000	850.973152
7.200000	1745.303117
7.210000	1745.303117
7.220000	1745.303117
7.230000	1665.367927
7.240000	1543.121446
7.250000	1535.419857
7.260000	1527.624716
7.270000	1527.624716
7.280000	1527.624716
7.290000	1616.451369
7.300000	1616.451369
7.310000	1616.451369
7.320000	1611.922605
7.330000	1601.491889
7.340000	1551.318207
7.350000	1551.318207
7.360000	1551.318207
7.370000	1571.400504
7.380000	1591.881273
7.390000	1649.412245
7.400000	1697.200416
7.410000	1777.680865
7.420000	1851.306747
7.430000	1950.159112
7.440000	2049.269809
7.450000	2163.761406
7.460000	2268.135742
7.470000	2392.531440
7.480000	2505.848884
7.490000	2624.447692
7.500000	2739.509187
7.510000	2858.425213
7.520000	2968.130464
7.530000	3086.505289
7.540000	3199.682485
7.550000	3319.674748
7.560000	3438.197402
7.570000	3515.050840
7.580000	3515.050840
7.590000	3515.050840
7.600000	3273.125569
7.610000	2930.480695
7.620000	2585.791770
7.630000	2302.835154
7.640000	2093.335643
7.650000	1952.164120
7.660000	1856.852837
7.670000	1783.510251
7.680000	1727.443961
7.690000	1727.443961
7.700000	1724.542405
7.710000	1720.981429
7.720000	1720.981429
7.730000	1691.851296
7.740000	1636.112876
7.750000	1575.431511
7.760000	1516.674247
7.770000	1479.067461
7.780000	1479.067461
7.790000	1479.067461
7.800000	1492.764364
7.810000	1527.374184
7.820000	1574.360169
7.830000	1637.062753
7.840000	1708.950547
7.850000	1792.798515
7.860000	1881.535453
7.870000	1975.576337
7.880000	2079.152253
7.890000	2183.339344
7.900000	2283.802864
7.910000	2389.159007
7.920000	2492.431600
7.930000	2595.022481
7.940000	2698.080277
7.950000	2802.906832
7.960000	2903.729783
7.970000	3010.855390
7.980000	3116.349004
7.990000	3181.783040
8.000000	3181.783040
8.010000	3181.783040
8.020000	2934.461601
8.030000	2566.993548
8.040000	2188.252698
8.050000	1879.144911
8.060000	1645.855861
8.070000	1490.301445
8.080000	1379.379338
8.090000	1321.588317
8.100000	1293.972379
8.110000	1293.972379
8.120000	1293.047851
8.130000	1293.047851
8.140000	1293.047851
8.150000	1260.643959
8.160000	1191.989606
8.170000	1140.749210
8.180000	1067.688159
8.190000	1014.087056
8.200000	928.141997
8.210000	852.695292
8.220000	724.313861
8.230000	638.750138
8.240000	521.025667
8.250000	470.291578
8.260000	406.383769
8.270000	406.383769
8.280000	406.383769
8.290000	433.223132
8.300000	1256.094687
8.310000	1256.094687
8.320000	1256.094687
8.330000	1019.526985
8.340000	667.556986
8.350000	389.619122
8.360000	130.349136
8.370000	-69.021814
8.380000	-261.115458
8.390000	-402.398215
8.400000	-742.111568
8.410000	-742.111568
8.420000	-742.111568
8.430000	-707.834341
8.440000	-666.808599
8.450000	-617.102275
8.460000	-551.494744
8.470000	-475.409142
8.480000	-384.157887
8.490000	-294.781013
8.500000	-190.734672
8.510000	-91.257599
8.520000	18.775939
8.530000	127.183270
8.540000	241.332158
8.550000	342.543962
8.560000	342.543962
8.570000	342.543962
8.580000	328.669946
8.590000	61.789486
8.600000	-256.270291
8.610000	-576.230191
8.620000	-818.138820
8.630000	-1013.569274
8.640000	-1123.828007
8.650000	-1221.227444
8.660000	-1236.196629
8.670000	-1236.196629
8.680000	-1236.196629
8.690000	-1210.748202
8.700000	-1100.537786
8.710000	-1056.065548
8.720000	-945.120317
8.730000	-886.089537
8.740000	-741.017623
8.750000	-678.976120
8.760000	-514.962234
8.770000	-457.965099
8.780000	-457.965099
8.790000	-457.965099
8.800000	-1558.233493
8.810000	-1644.561980
8.820000	-1644.561980
8.830000	-1644.561980
8.840000	-1584.131551
8.850000	-1584.131551
8.860000	-1584.131551
8.870000	-1600.254315
8.880000	-1602.623545
8.890000	-1670.756156
8.900000	-1670.756156
8.910000	-1675.035535
8.920000	-1670.756156
8.930000	-1670.132028
8.940000	-1599.793759
8.950000	-1572.523896
8.960000	-1472.800750
8.970000	-1430.728560
8.980000	-1299.074514
8.990000	-1234.797494
9.000000	-1089.538762
9.010000	-1020.735652
9.020000	-868.160110
9.030000	-807.626622
9.040000	-646.800402
9.050000	-591.641876
9.060000	-420.296242
9.070000	-384.990037
9.080000	-384.990037
9.090000	-384.990037
9.100000	-1779.019932
9.110000	-1779.019932
9.120000	-1779.019932
9.130000	-1778.460624
9.140000	-1635.458541
9.150000	-1594.098063
9.160000	-1447.691766
9.170000	-1383.851335
9.180000	-1240.998931
9.190000	-1158.464233
9.200000	-1015.625419
9.210000	-933.774998
9.220000	-796.632950
9.230000	-701.706616
9.240000	-577.209282
9.250000	-577.209282
9.260000	-577.209282
9.270000	-742.913715
9.280000	-1024.383133
9.290000	-1342.794029
9.300000	-1598.138021
9.310000	-1787.976760
9.320000	-1911.933073
9.330000	-1982.228659
9.340000	-1996.854454
9.350000	-1996.854454
9.360000	-1996.854454
9.370000	-1929.453547
9.380000	-1897.676003
9.390000	-1897.676003
9.400000	-1897.676003
9.410000	-1904.836561
9.420000	-1943.888580
9.430000	-1943.888580
9.440000	-1943.888580
9.450000	-1920.339237
9.460000	-1917.684845
9.470000	-1828.093497
9.480000	-1808.893703
9.490000	-1687.976837
9.500000	-525.026384
9.510000	-347.043751
9.520000	-282.230742
9.530000	-275.125782
9.540000	-275.125782
9.550000	-275.125782
9.560000	-582.666051
9.570000	-893.409184
9.580000	-1225.294767
9.590000	-1445.310221
9.600000	-1637.551840
9.610000	-1730.816574
9.620000	-1832.330637
9.630000	-1880.891767
9.640000	-1880.891767
9.650000	-1880.891767
9.660000	-1861.872175
9.670000	-1857.801926
9.680000	-1857.801926
9.690000	-1857.801926
9.700000	-1904.398626
9.710000	-1940.165592
9.720000	-1948.459434
9.730000	-1948.459434
9.740000	-1948.459434
9.750000	-1905.665574
9.760000	-1848.716819
9.770000	-1780.850691
9.780000	-1702.994736
9.790000	-1614.056737
9.800000	-1512.296941
9.810000	-1397.292046
9.820000	-1280.657428
9.830000	-1162.520578
9.840000	-1040.034071
9.850000	-922.807194
9.860000	-798.373488
9.870000	-685.201713
9.880000	-572.655426
9.890000	-466.663709
9.900000	-354.908742
9.910000	-238.182718
9.920000	-114.174046
9.930000	-11.807539
9.940000	-11.807539
9.950000	-11.807539
9.960000	-88.264018
9.970000	-379.744035
9.980000	-674.873175
9.990000	-947.984757
10.000000	-1341.961805
10.010000	-1390.568525
10.020000	-1393.287741
10.030000	-1393.287741
10.040000	-1393.287741
10.050000	-1367.419376
10.060000	-1310.200025
10.070000	-1258.646926
10.080000	-1177.927259
10.090000	-1100.069838
10.100000	-997.501937
10.110000	-902.668154
10.120000	-790.929803
10.130000	-679.390493
10.140000	-560.298173
10.150000	-437.151898
10.160000	-308.660940
10.170000	-191.970878
10.180000	-75.952368
10.190000	35.162249
10.200000	148.783100
10.210000	261.260541
10.220000	376.535579
10.230000	493.341312
10.240000	622.318163
10.250000	747.346601
10.260000	871.151134
10.270000	871.151134
10.280000	871.151134
10.290000	687.232404
10.300000	421.907893
10.310000	174.320876
10.320000	-13.229222
10.330000	-134.687406
10.340000	-201.410785
10.350000	-222.706921
10.360000	-222.706921
10.370000	-222.706921
10.380000	-172.717694
10.390000	-117.731383
10.400000	-92.921858
10.410000	-92.921858
10.420000	-92.921858
10.430000	-122.780897
10.440000	-122.780897
10.450000	-122.780897
10.460000	-116.958295
10.470000	-78.875241
10.480000	-27.960683
10.490000	33.081971
10.500000	107.064863
10.510000	187.025714
10.520000	274.126695
10.530000	373.996289
10.540000	475.156698
10.550000	588.042795
10.560000	708.162037
10.570000	829.100942
10.580000	950.200680
10.590000	1071.178198
10.600000	1193.262121
10.610000	1306.243250
10.620000	1422.405111
10.630000	1536.279869
10.640000	1649.588712
10.650000	1767.346935
10.660000	1889.781083
10.670000	2005.404268
10.680000	2005.404268
10.690000	2005.404268
10.700000	1969.275721
10.710000	1717.496307
10.720000	1414.683612
10.730000	1146.750411
10.740000	947.975394
10.750000	807.907791
10.760000	730.332820
10.770000	668.954575
10.780000	638.395953
10.790000	638.395953
10.800000	638.395953
10.810000	668.072105
10.820000	668.072105
10.830000	668.072105
10.840000	642.739184
10.850000	593.134178
10.860000	558.577757
10.870000	532.902484
10.880000	532.902484
10.890000	532.902484
10.900000	577.743756
10.910000	611.550996
10.920000	673.183784
10.930000	730.036152
10.940000	815.839282
10.950000	888.346235
10.960000	993.771688
10.970000	1077.413410
10.980000	1195.042106
10.990000	1287.199005
11.000000	1413.675267
11.010000	1497.644888
11.020000	1633.815369
11.030000	1721.590449
11.040000	1858.536109
11.050000	1925.978728
11.060000	2068.015460
11.070000	2135.598997
11.080000	2135.598997
11.090000	2135.598997
11.100000	1307.569745
11.110000	1149.223655
11.120000	1118.255506
11.130000	1037.999370
11.140000	1037.999370
11.150000	1029.412373
11.160000	1029.412373
11.170000	1020.665615
11.180000	1020.665615
11.190000	942.956442
11.200000	902.421680
11.210000	832.064420
11.220000	815.631316
11.230000	815.631316
11.240000	815.631316
11.250000	823.280603
11.260000	867.075350
11.270000	910.636373
11.280000	982.123783
11.290000	1045.856964
11.300000	1137.408148
11.310000	1220.921663
11.320000	1319.895879
11.330000	1419.922643
11.340000	1532.495184
11.350000	1639.883825
11.360000	1750.205966
11.370000	1859.853301
11.380000	1966.962043
11.390000	2075.880334
11.400000	2175.716739
11.410000	2281.017677
11.420000	2386.457252
11.430000	2496.221486
11.440000	2602.204272
11.450000	2728.554063
11.460000	2838.824941
11.470000	2838.824941
11.480000	2838.824941
11.490000	2764.856876
11.500000	2467.508738
11.510000	2165.156509
11.520000	1881.565072
11.530000	1703.668519
11.540000	1560.225608
11.550000	1509.574826
11.560000	1455.061173
11.570000	1455.061173
11.580000	1455.061173
11.590000	1533.084987
11.600000	2304.507481
11.610000	2443.834536
11.620000	2518.985391
11.630000	2648.385576
11.640000	2731.898720
11.650000	2861.499617
11.660000	2957.375197
11.670000	3071.749258
11.680000	3071.749258
11.690000	3071.749258
11.700000	2862.509560
11.710000	2560.902612
11.720000	2233.549875
11.730000	1965.137418
11.740000	1771.432214
11.750000	1651.356741
11.760000	1575.266327
11.770000	1533.887265
11.780000	1533.887265
11.790000	1533.887265
11.800000	1589.246283
11.810000	1589.246283
11.820000	1589.246283
11.830000	1550.636215
11.840000	1513.526747
11.850000	1429.952905
11.860000	1402.897809
11.870000	1373.824088
11.880000	1373.824088
11.890000	1373.824088
11.900000	1406.206578
11.910000	1413.586355
11.920000	1503.398266
11.930000	1506.371554
11.940000	1645.435692
11.950000	1659.175730
11.960000	1839.076505
11.970000	1864.279697
11.980000	1864.279697
11.990000	1864.279697
12.000000	-69.087382
12.010000	-84.240303
12.020000	-162.737416
12.030000	-180.359156
12.040000	-183.994041
12.050000	-331.509822
12.060000	-364.587501
12.070000	-503.575203
12.080000	-505.097739
12.090000	-541.477841
12.100000	-541.477841
12.110000	-541.477841
12.120000	-467.956603
12.130000	-446.398138
12.140000	-363.636929
12.150000	-334.243984
12.160000	-251.708505
12.170000	-207.633204
12.180000	-113.284785
12.190000	-43.472385
12.200000	72.537131
12.210000	162.292856
12.220000	281.708532
12.230000	379.760540
12.240000	490.107906
12.250000	503.986566
12.260000	503.986566
12.270000	503.986566
12.280000	271.416393
12.290000	-67.029586
12.300000	-386.493855
12.310000	-670.353071
12.320000	-873.336266
12.330000	-1033.918197
12.340000	-1139.049567
12.350000	-1226.636454
12.360000	-1251.016787
12.370000	-1253.691165
12.380000	-1265.587307
12.390000	-1280.522435
12.400000	-1253.691165
12.410000	-1253.691165
12.420000	-1232.020803
12.430000	-1156.923472
12.440000	-1063.447989
12.450000	-973.055429
12.460000	-867.788108
12.470000	-770.320870
12.480000	-664.042886
12.490000	-569.712180
12.500000	-558.405557
12.510000	-558.405557
12.520000	-558.405557
12.530000	-800.915293
12.540000	-1113.359057
12.550000	-1427.516786
12.560000	-1684.365644
12.570000	-1871.274160
12.580000	-1998.464092
12.590000	-2090.099538
12.600000	-2151.714864
12.610000	-2151.714864
12.620000	-2151.714864
12.630000	-2111.809414
12.640000	-2111.809414
12.650000	-2111.809414
12.660000	-2122.009075
