file,channel,N_samples,fs,duration_sec,mains,tplN,prom,minrr,prebp,mu,order,peaks_count,residual_std,anc_std,residual_rms,anc_rms,residual_ptp,anc_ptp,acc_energy_mean,acc_energy_max,gyro_present,status,error_message,png_path
PPG_1_20250721_150644_lijiao_一次吞咽,green,8390,100.0,83.9,50,300,0.8,0.35,"0.4,8.0",0.0008,16,157,241.43289577033394,103.30168990946859,241.45401763003915,103.30189978907367,2059.5964585613974,1357.650052044136,232695.5181596275,4876741.839920428,False,OK,,C:\Users\tsawke\Desktop\Project-Swallow\results_lj_20250824-0255\PPG_1_20250721_150644_lijiao_一次吞咽.png
PPG_2_20250721_150644_lijiao_一次吞咽,green,8370,100.0,83.7,50,300,0.8,0.35,"0.4,8.0",0.0008,16,160,845.7096863643326,417.3302727485579,848.2533196390514,417.33128434271754,6367.559216313579,3773.7747208560404,209433.42789818047,2514408.7628841964,False,OK,,C:\Users\tsawke\Desktop\Project-Swallow\results_lj_20250824-0255\PPG_2_20250721_150644_lijiao_一次吞咽.png
