Time(s)	RED_denoised_median
5.600000	-132.026948
5.610000	-143.540348
5.620000	-143.540348
5.630000	-143.540348
5.640000	-142.021743
5.650000	-143.540348
5.660000	-148.274591
5.670000	-148.290248
5.680000	-148.290248
5.690000	-148.290248
5.700000	58.009329
5.710000	101.271587
5.720000	112.526641
5.730000	141.602763
5.740000	163.831721
5.750000	163.831721
5.760000	163.831721
5.770000	136.356243
5.780000	72.543610
5.790000	-1.482831
5.800000	-67.909965
5.810000	-133.396701
5.820000	-163.257563
5.830000	-168.443488
5.840000	-168.443488
5.850000	-168.443488
5.860000	-160.023596
5.870000	-148.576213
5.880000	-139.187679
5.890000	-136.441832
5.900000	-136.441832
5.910000	-136.441832
5.920000	-158.560278
5.930000	-158.906663
5.940000	-158.906663
5.950000	-158.560278
5.960000	-157.073422
5.970000	-145.591507
5.980000	-138.546943
5.990000	-123.134566
6.000000	-122.565469
6.010000	-77.303875
6.020000	-63.116762
6.030000	-40.725786
6.040000	-6.204898
6.050000	18.774743
6.060000	40.777284
6.070000	67.270544
6.080000	100.738592
6.090000	133.731899
6.100000	148.664920
6.110000	148.664920
6.120000	148.664920
6.130000	139.863144
6.140000	89.381263
6.150000	2.264174
6.160000	-80.513656
6.170000	-143.411657
6.180000	-170.414259
6.190000	-203.253065
6.200000	-203.253065
6.210000	-203.253065
6.220000	-199.968997
6.230000	-191.993005
6.240000	-189.778871
6.250000	-176.806549
6.260000	-176.806549
6.270000	-176.806549
6.280000	-179.137498
6.290000	-184.686636
6.300000	-184.686636
6.310000	-184.901968
6.320000	-184.901968
6.330000	-183.152321
6.340000	-169.261650
6.350000	-162.846347
6.360000	-139.185420
6.370000	-115.719081
6.380000	-95.074931
6.390000	-65.558864
6.400000	-31.013459
6.410000	-24.485160
6.420000	3.267762
6.430000	34.398058
6.440000	58.563418
6.450000	88.338081
6.460000	118.804936
6.470000	144.269916
6.480000	154.026674
6.490000	154.026674
6.500000	154.026674
6.510000	124.501252
6.520000	48.983175
6.530000	-49.289460
6.540000	-130.970344
6.550000	-211.235675
6.560000	-246.768926
6.570000	-258.363654
6.580000	-282.616556
6.590000	-293.324754
6.600000	-293.324754
6.610000	-293.324754
6.620000	-287.557501
6.630000	-287.557501
6.640000	-287.557501
6.650000	-299.075881
6.660000	-305.553800
6.670000	-317.163573
6.680000	-318.273647
6.690000	-318.273647
6.700000	-317.163573
6.710000	-310.211658
6.720000	-306.211126
6.730000	-286.173065
6.740000	-273.272265
6.750000	-255.041314
6.760000	-224.352737
6.770000	-215.026624
6.780000	-180.216172
6.790000	-145.214518
6.800000	-114.025505
6.810000	-85.392255
6.820000	-64.857728
6.830000	-35.512461
6.840000	6.269509
6.850000	22.248370
6.860000	44.586214
6.870000	71.913288
6.880000	99.891029
6.890000	123.572879
6.900000	150.225813
6.910000	169.698319
6.920000	169.698319
6.930000	169.698319
6.940000	93.967280
6.950000	26.465315
6.960000	-86.993967
6.970000	-151.360847
6.980000	-199.308987
6.990000	-237.117411
7.000000	-259.595327
7.010000	-266.894579
7.020000	-267.894141
7.030000	-267.894141
7.040000	-266.894579
7.050000	-259.771247
7.060000	-258.082279
7.070000	-258.082279
7.080000	-258.082279
7.090000	-275.553298
7.100000	-285.468109
7.110000	-285.468109
7.120000	-285.468109
7.130000	-285.354705
7.140000	-271.250850
7.150000	-269.881361
7.160000	-254.981422
7.170000	-234.279284
7.180000	-201.024114
7.190000	-178.394784
7.200000	-161.992054
7.210000	-130.464608
7.220000	-104.075064
7.230000	-72.450954
7.240000	-47.219049
7.250000	-14.367322
7.260000	23.591251
7.270000	38.646064
7.280000	54.543603
7.290000	85.633652
7.300000	123.433367
7.310000	146.586116
7.320000	170.424248
7.330000	191.487424
7.340000	221.457285
7.350000	255.343618
7.360000	280.469997
7.370000	280.469997
7.380000	280.469997
7.390000	242.423848
7.400000	173.136786
7.410000	71.386047
7.420000	-13.780091
7.430000	-57.717285
7.440000	-87.838354
7.450000	-124.800374
7.460000	-141.858162
7.470000	-141.858162
7.480000	-141.858162
7.490000	-124.878533
7.500000	-120.078732
7.510000	-120.078732
7.520000	-120.078732
7.530000	-133.759210
7.540000	-145.241736
7.550000	-147.639573
7.560000	-164.058115
7.570000	-164.058115
7.580000	-164.058115
7.590000	-145.705575
7.600000	-142.747578
7.610000	-121.968790
7.620000	-92.550042
7.630000	-84.285067
7.640000	-74.203921
7.650000	-46.617561
7.660000	-26.966873
7.670000	1.168925
7.680000	10.153286
7.690000	35.132082
7.700000	293.779119
7.710000	333.258093
7.720000	333.258093
7.730000	333.258093
7.740000	283.208355
7.750000	213.169163
7.760000	137.035734
7.770000	79.434094
7.780000	38.796386
7.790000	24.735050
7.800000	2.330844
7.810000	2.330844
7.820000	2.330844
7.830000	11.133702
7.840000	27.977313
7.850000	54.956999
7.860000	54.956999
7.870000	54.956999
7.880000	52.205994
7.890000	41.867869
7.900000	38.545951
7.910000	38.545951
7.920000	41.867869
7.930000	44.863300
7.940000	55.663392
7.950000	61.854840
7.960000	74.844147
7.970000	105.852984
7.980000	119.905225
7.990000	149.042503
8.000000	177.843344
8.010000	192.243246
8.020000	200.851329
8.030000	236.518255
8.040000	264.681936
8.050000	275.870041
8.060000	304.641434
8.070000	329.074743
8.080000	355.687170
8.090000	361.205839
8.100000	395.943309
8.110000	427.117082
8.120000	444.269216
8.130000	457.092197
8.140000	481.089943
8.150000	481.089943
8.160000	481.089943
8.170000	434.816113
8.180000	358.457153
8.190000	273.835824
8.200000	206.844514
8.210000	166.819088
8.220000	135.164237
8.230000	132.920341
8.240000	115.331287
8.250000	115.331287
8.260000	115.331287
8.270000	129.631349
8.280000	144.348802
8.290000	159.031536
8.300000	159.031536
8.310000	159.031536
8.320000	144.428992
8.330000	144.410246
8.340000	143.528076
8.350000	143.528076
8.360000	144.428992
8.370000	161.745728
8.380000	163.496571
8.390000	181.382049
8.400000	427.969195
8.410000	465.241366
8.420000	485.182065
8.430000	506.635074
8.440000	538.377245
8.450000	553.941968
8.460000	579.727628
8.470000	598.138049
8.480000	598.138049
8.490000	598.138049
8.500000	254.177215
8.510000	244.470246
8.520000	244.470246
8.530000	244.470246
8.540000	244.470246
8.550000	236.215905
8.560000	223.006018
8.570000	195.789619
8.580000	195.789619
8.590000	195.789619
8.600000	198.570908
8.610000	211.565878
8.620000	222.975218
8.630000	232.917035
8.640000	245.400143
8.650000	263.698288
8.660000	269.291444
8.670000	298.981285
8.680000	332.696450
8.690000	365.800145
8.700000	597.248222
8.710000	615.528911
8.720000	615.528911
8.730000	615.528911
8.740000	547.723624
8.750000	471.266894
8.760000	387.872536
8.770000	335.112877
8.780000	286.855938
8.790000	277.133508
8.800000	258.625247
8.810000	258.367653
8.820000	258.367653
8.830000	258.367653
8.840000	280.823685
8.850000	280.823685
8.860000	280.823685
8.870000	276.331367
8.880000	248.730686
8.890000	247.241811
8.900000	221.689960
8.910000	213.430892
8.920000	205.967285
8.930000	204.328193
8.940000	195.177619
8.950000	191.754287
8.960000	170.848514
8.970000	116.232577
8.980000	86.607792
8.990000	58.493086
9.000000	57.939831
9.010000	43.807248
9.020000	43.807248
9.030000	57.939831
9.040000	87.157390
9.050000	142.486343
9.060000	232.707694
9.070000	316.968441
9.080000	407.410690
9.090000	475.345437
9.100000	475.926034
9.110000	487.464792
9.120000	493.221781
9.130000	487.464792
9.140000	475.926034
9.150000	434.205992
9.160000	351.799533
9.170000	235.811751
9.180000	165.629405
9.190000	117.139209
